"Wing slice (x=10): z_over_c","Wing slice (x=10): True_Cp","Wing slice (x=10): z_over_c","Wing slice (x=10): Position[Y] (m)"
0.5977617946616718,-1.9545783248492377,0.5977617946616718,-28.343869935959788
0.625513504073119,-1.8915996927912786,0.625513504073119,-28.374570038776504
0.6539530524588812,-1.696599388033427,0.6539530524588812,-28.40771088868899
0.681551284547254,-1.6328811321561842,0.681551284547254,-28.43999772889846
0.7091364256069994,-1.5197698787027056,0.7091364256069994,-28.474045830048137
0.7383254301891071,-1.3844570828330076,0.7383254301891071,-28.510601416114696
0.7657046473065066,-1.346648944379439,0.7657046473065066,-28.545878467626476
0.7930295300837571,-1.165833470347539,0.7930295300837571,-28.58328846444688
0.8570117659127732,-1.0004653136913453,0.8570117659127732,-28.669556131739647
0.8217426822561151,-1.0716100393675405,0.8217426822561151,-28.621636227143497
0.9403334067471718,-0.7875941478909967,0.9403334067471718,-28.794436577062797
0.9131450110006796,-0.8490998899590853,0.9131450110006796,-28.75355442119022
0.8985281231241515,-0.8570947452113267,0.8985281231241515,-28.731667091340626
0.8844958568722703,-0.8655259492774019,0.8844958568722703,-28.71057291725088
0.8706706534784558,-0.9252749451948574,0.8706706534784558,-28.68963474677848
0.8430558083843493,-1.0335739094772363,0.8430558083843493,-28.649951192226478
0.9688562851737004,-0.6059492079581468,0.9688562851737004,-28.838753443336987
0.9548595012398664,-0.695760181519621,0.9548595012398664,-28.816724058755494
0.9267195328803695,-0.8214942659173055,0.9267195328803695,-28.773906615098007
0.9827967401456306,-0.5339131577726487,0.9827967401456306,-28.861235991861275
0.9051625961617873,-0.29628769422522416,0.9051625961617873,-28.97406180828707
0.9963835766415201,-0.48136820066985686,0.9963835766415201,-28.883446913515392
0.9084761455819432,-0.2961459594752206,0.9084761455819432,-28.975867066835697
1.0103619427174522,-0.44738631575325943,1.0103619427174522,-28.90604330896434
0.9636248878483258,-0.2943576475687561,0.9636248878483258,-29.00591271450791
0.9706710845365336,-0.2941532005324723,0.9706710845365336,-29.009751560770255
1.0243916409176848,-0.4145004757568647,1.0243916409176848,-28.92838306441451
0.9565242034655768,-0.29367128091463085,0.9565242034655768,-29.002044182744033
0.9120250910787817,-0.29596154402307967,0.9120250910787817,-28.977800571782932
0.9919820930675769,-0.2943411861020426,0.9919820930675769,-29.021362035053972
0.9848421269026204,-0.2942648863409015,0.9848421269026204,-29.017472102138584
0.9777087279250622,-0.2941366277641088,0.9777087279250622,-29.01358574709989
1.0369792875309827,-0.38492607741712687,1.0369792875309827,-28.948719025350595
0.9493819227964337,-0.29381814355127606,0.9493819227964337,-28.998152988861044
0.9155640849869684,-0.2954348004205267,0.9155640849869684,-28.979728654994076
0.9227089259826968,-0.29540317352510775,0.9227089259826968,-28.983621243771434
0.9193900416590708,-0.2948020142627105,0.9193900416590708,-28.981813078708107
1.0024198307589387,-0.29525456822804175,1.0024198307589387,-29.027048630546126
1.0468459363053313,-0.36126276091605414,1.0468459363053313,-28.969855562069085
0.9422865149792017,-0.2943998179980923,0.9422865149792017,-28.994287331828687
0.9297748369275354,-0.2954837682743018,0.9297748369275354,-28.9874708305799
0.9262010991164118,-0.29509041943536146,0.9262010991164118,-28.985523818504316
0.9175967920969583,-0.2942912888923437,0.9175967920969583,-28.98083609641772
1.016265371433775,-0.294840628912517,1.016265371433775,-29.03459183497566
1.051606145634807,-0.3466140815580278,1.051606145634807,-28.988415274820564
0.9352201352318303,-0.2949564289813492,0.9352201352318303,-28.990437489611402
1.052903387011881,-0.34804706407365776,1.052903387011881,-29.001693742680757
1.0529053009393863,-0.3297465264083293,1.0529053009393863,-29.032086095094897
1.0297768059035945,-0.2940578453994736,1.0297768059035945,-29.0418535818364
1.0415503085139264,-0.2918684790585533,1.0415503085139264,-29.0480771470627
1.0533237478965063,-0.34138523340640925,1.0533237478965063,-29.017985390043517
1.0516816363949033,-0.32956768724350266,1.0516816363949033,-29.044452069417517
1.0488094778860955,-0.28547617803207265,1.0488094778860955,-29.051903474538662
0.761294580485071,0.73335799875969,0.761294580485071,-29.03360794333357
0.7489335510804409,0.6847485183395448,0.7489335510804409,-29.029792596308653
0.8904213252826736,1.0480317008357278,0.8904213252826736,-28.966030600087706
