"Wall slice (x=10): z_over_c","Wall slice (x=10): Position[Y] (m)","Wall slice (x=10): z_over_c","Wall slice (x=10): True_Cp"
5.404243764834277,-28.378769660845382,5.404243764834277,-0.42878054214318323
5.407511835366748,-28.381729136371852,5.407511835366748,-0.4288261067136895
5.411418085366748,-28.385266529815596,5.411418085366748,-0.42896400789052896
5.415685001202533,-28.38913053240184,5.415685001202533,-0.42905286707383256
5.419659667205252,-28.392729881511354,5.419659667205252,-0.43018689988440245
5.443253943307695,-28.414096214335594,5.443253943307695,-0.439396698000462
5.43927968411203,-28.41049723361943,5.43927968411203,-0.4365595120173572
5.314195183843374,-27.973197325279745,5.314195183843374,-0.5647330400685978
5.2982426671228,-27.945045641530797,5.2982426671228,-0.5574896395821748
5.252313430285142,-27.865485111075593,5.252313430285142,-0.533270690517365
5.329792086578195,-28.00002049194586,5.329792086578195,-0.5730964563559863
5.449206430635357,-28.41948662448518,5.449206430635357,-0.4429090707581806
5.4220247101077135,-28.394871599849232,5.4220247101077135,-0.43094269493605486
5.424146858354206,-28.396793359412445,5.424146858354206,-0.43094269493605486
5.425703779873203,-28.398203265069718,5.425703779873203,-0.43094269493605486
5.435419369460369,-28.40700143797409,5.435419369460369,-0.43465289822184683
5.4313670716367,-28.40333178760519,5.4313670716367,-0.4330243601431811
4.926345064524881,-27.411783836994744,4.926345064524881,-0.7584288530643721
5.2207319723583225,-27.813444532132344,5.2207319723583225,-0.5086055955413498
5.18909639622531,-27.76198311015822,5.18909639622531,-0.48048397392364045
5.236759931732479,-27.840104787776724,5.236759931732479,-0.5194988721977362
5.282643164684714,-27.91743137422965,5.282643164684714,-0.549160913558842
5.267400110433627,-27.8907540114117,5.267400110433627,-0.5409689730562774
5.3457532743584935,-28.027348603789097,5.3457532743584935,-0.5824149117569835
5.361252893556248,-28.055345040942825,5.361252893556248,-0.5851470865652416
5.4571410452286955,-28.426671995017273,5.4571410452286955,-0.4476786151949305
5.42753882486673,-28.399865031758765,5.42753882486673,-0.43203824735269813
4.956916619380735,-27.439555026537505,4.956916619380735,-0.7308508453613102
4.9417076954364205,-27.425727236484782,4.9417076954364205,-0.7417946201345131
5.0498240538799735,-27.55495856980133,5.0498240538799735,-0.5284930578227429
5.096370698835244,-27.62164720243989,5.096370698835244,-0.4204828166436254
5.065084183403144,-27.57661051885286,5.065084183403144,-0.47406058994523786
5.111809546157261,-27.643997826069203,5.111809546157261,-0.4126557535023807
5.158954890201883,-27.715317013398558,5.158954890201883,-0.44795518058305117
5.142818659456545,-27.690166194196507,5.142818659456545,-0.4289974516683228
5.127268495488671,-27.666600146155787,5.127268495488671,-0.4172379532859326
5.174006494504198,-27.73860675506402,5.174006494504198,-0.4618460564345022
5.205169711614545,-27.7876389227164,5.205169711614545,-0.49575820355506073
5.376955619524239,-28.085096384341398,5.376955619524239,-0.5887072698133422
5.465203817357434,-28.43397342151753,5.465203817357434,-0.4526382075431931
5.0342946994638496,-27.533379562802487,5.0342946994638496,-0.5749858004278677
5.018064670694507,-27.511216655559874,5.018064670694507,-0.6273704625432625
5.002932356528206,-27.490972147805635,5.002932356528206,-0.6630595879645289
4.988015504483052,-27.471664423627733,4.988015504483052,-0.6859003636067986
4.972405962183487,-27.454065937685915,4.972405962183487,-0.7109260076978146
5.080792161403487,-27.599184658762056,5.080792161403487,-0.43730662812787174
5.392529957181999,-28.114834435715657,5.392529957181999,-0.5894032049251544
5.47314224349843,-28.441162243683245,5.47314224349843,-0.4585695649070702
5.407512416333574,-28.143503269227107,5.407512416333574,-0.5902163725417213
5.480892224342917,-28.448180414928906,5.480892224342917,-0.4612119744226598
5.422412262695033,-28.171994496316845,5.422412262695033,-0.5889522627898999
5.437984305532524,-28.201806932587296,5.437984305532524,-0.5888537189999187
5.492839615534535,-28.458999646486305,5.492839615534535,-0.4621829368767096
5.45361930125825,-28.232064372202956,5.45361930125825,-0.5858557587460995
5.508388257360231,-28.473072311086774,5.508388257360231,-0.4652392756808347
5.469170852522751,-28.26300406172639,5.469170852522751,-0.5856181956790875
5.523330477521128,-28.48652457517572,5.523330477521128,-0.4706227570242859
5.484661897981823,-28.29452352014279,5.484661897981823,-0.584042835480113
5.5002473089384125,-28.326518444045167,5.5002473089384125,-0.5880365142728715
5.536891180000026,-28.49862455528799,5.536891180000026,-0.4881222723201675
5.5223200676945154,-28.37120134078966,5.5223200676945154,-0.5850650278153174
5.515262658059498,-28.35702724974469,5.515262658059498,-0.588899936448143
5.5453619783193275,-28.50614033341241,5.5453619783193275,-0.489648241152021
5.550580608816404,-28.483572029366698,5.550580608816404,-0.6433207607448437
5.530444095147779,-28.387410084727517,5.530444095147779,-0.5883719895959758
5.549163270068178,-28.496283084665436,5.549163270068178,-0.6101182468495803
5.5506567185797735,-28.482867388541138,5.5506567185797735,-0.599678954936073
5.546566054019927,-28.43076679286029,5.546566054019927,-0.57335659620415
5.540537494828655,-28.40868917043613,5.540537494828655,-0.5770409333028862
5.550455262069718,-28.464687183969538,5.550455262069718,-0.5580093597676582
5.5506575338832675,-28.48283047498866,5.5506575338832675,-0.5854660786211497
5.5506490854229895,-28.48215873308012,5.5506490854229895,-0.5854660786211497
5.550184855449743,-28.447299361950247,5.550184855449743,-0.5619249597566779
4.910628210173549,-27.39830648760368,4.910628210173549,-0.7615644472183413
4.8951774063699744,-27.385856241498402,4.8951774063699744,-0.7565889974122139
4.879672037829025,-27.37407228589163,4.879672037829025,-0.7292921630151684
4.864383464209197,-27.363323034601102,4.864383464209197,-0.7039538191887887
