"Wing Slice (x=10): z_over_c","Wing Slice (x=10): Position[Y] (m)","Wing Slice (x=10): z_over_c","Wing Slice (x=10): True_Cp"
5.266802810259136,-27.193732875356638,5.266802810259136,-0.5035378803384389
5.2825673793683166,-27.22320508557288,5.2825673793683166,-0.5044363155120097
5.251243648677871,-27.165052999674323,5.251243648677871,-0.5032832936646875
5.235424758198967,-27.136600905814582,5.235424758198967,-0.5016783780951606
5.189606000339197,-27.056142738492596,5.189606000339197,-0.49938208601519835
5.20482057459931,-27.08278319751779,5.20482057459931,-0.49898258880464696
5.2198662141725976,-27.109192767029846,5.2198662141725976,-0.5013060178085066
5.174044986880688,-27.029338922728325,5.174044986880688,-0.4977372445129693
5.15803123348995,-27.002657972786267,5.15803123348995,-0.49863362270881506
5.126399701499949,-26.9508987001103,5.126399701499949,-0.4959078258189821
4.75830646952015,-26.604471730471218,4.75830646952015,-1.548161882158705
4.743306520129913,-26.61258298914497,4.743306520129913,-1.714751768842615
5.1424683297786515,-26.977310852908168,5.1424683297786515,-0.4957926688071702
5.1113346021526525,-26.92612273114635,5.1113346021526525,-0.49535532164475027
5.080313745442069,-26.876981289669246,5.080313745442069,-0.49622692112567357
5.096389529470784,-26.902166432595962,5.096389529470784,-0.4969248677343563
5.064860752226423,-26.853122918461693,5.064860752226423,-0.49871651194196664
5.049528918784276,-26.829814040797153,5.049528918784276,-0.4992039349062947
5.034266392881037,-26.80884221797882,5.034266392881037,-0.508311157586232
5.003356319612344,-26.772371952119734,5.003356319612344,-0.5122692903888195
4.987706304011084,-26.754748715461005,4.987706304011084,-0.5169263751723417
4.941583027162579,-26.707639333427892,4.941583027162579,-0.5419914809525717
4.92589933164345,-26.69333104041795,4.92589933164345,-0.5563516160104428
4.8795548677027085,-26.65611986352495,4.8795548677027085,-0.6187963407277617
4.864048825586991,-26.643508586887698,4.864048825586991,-0.6494270852727473
4.848387791124097,-26.632086654222206,4.848387791124097,-0.6728866592279511
4.773247311672769,-26.599858816679305,4.773247311672769,-1.4160952521806611
4.788084887956373,-26.600163141448242,4.788084887956373,-1.252260280004765
4.803121742275053,-26.604941304866372,4.803121742275053,-0.9626782639792206
4.81817901655414,-26.612299468476902,4.81817901655414,-0.8155315267521386
5.018889049226203,-26.790354669975414,5.018889049226203,-0.5072615585460832
4.957300365250944,-26.722998739137417,4.957300365250944,-0.532709294327386
4.972542063546598,-26.738520459150507,4.972542063546598,-0.5256820956143079
4.895165557954556,-26.66847924453814,4.895165557954556,-0.5934879341816651
4.910478526037373,-26.68034043451426,4.910478526037373,-0.5758896933610249
4.833047410309007,-26.621717867912807,4.833047410309007,-0.7351497528167815
5.4469687405858735,-27.79592706315565,5.4469687405858735,-0.45469940931887504
5.450441097383788,-27.799715358047447,5.450441097383788,-0.45476473728526245
5.45445635392003,-27.804095949303115,5.45445635392003,-0.45488713704036887
5.50433844535911,-27.858516644867667,5.50433844535911,-0.4515573676317104
5.512133433189668,-27.867020872485604,5.512133433189668,-0.4549288248511936
5.49657567072137,-27.850047561412893,5.49657567072137,-0.4505945003578763
5.4583774153771145,-27.808373774985434,5.4583774153771145,-0.45509201323545523
5.520390455466909,-27.876029173514212,5.520390455466909,-0.4601248154871474
5.46296262348676,-27.81337617579574,5.46296262348676,-0.4553978012044907
5.4884731653272,-27.84120783624008,5.4884731653272,-0.45237271976925253
5.482550416174391,-27.83474619601507,5.482550416174391,-0.45421564873957576
5.528140193599569,-27.884484034316056,5.528140193599569,-0.464498513736081
5.466495252653644,-27.817230227037122,5.466495252653644,-0.45570794917434637
5.4609458613198925,-27.81117591520637,5.4609458613198925,-0.45522185347694183
5.471119866118201,-27.822275618563385,5.471119866118201,-0.45613672270221134
5.469307040026692,-27.820297849508574,5.469307040026692,-0.45582587479919484
5.478561651832003,-27.830394507389073,5.478561651832003,-0.4554024630684814
5.539918839614145,-27.897334379809376,5.539918839614145,-0.47148893171307055
5.474375723644712,-27.825827715641505,5.474375723644712,-0.4559611065879274
5.555843861582531,-27.91469235470891,5.555843861582531,-0.4787297212455529
5.570502302335136,-27.93055859291388,5.570502302335136,-0.4884791220162724
5.583160700095135,-27.944148035896724,5.583160700095135,-0.4860613717222893
5.275040335298833,-27.75661569288777,5.275040335298833,0.2752421523436058
5.289537260342648,-27.769045555962812,5.289537260342648,0.29181326578335004
5.431795159664993,-27.779372889020273,5.431795159664993,0.3521543611441697
5.426326122576711,-27.773406242598156,5.426326122576711,0.35695500099020866
5.303391036840665,-27.78070796890703,5.303391036840665,0.323245568229034
5.422459332147589,-27.76918762588253,5.422459332147589,0.3502974134647942
5.316322047524196,-27.791329226683857,5.316322047524196,0.30610689778250216
5.419039625040426,-27.765456771100176,5.419039625040426,0.3437615770231578
5.325660689861593,-27.79888911392618,5.325660689861593,0.43070905898343914
5.41562083129142,-27.761726912779395,5.41562083129142,0.3464666388508027
5.32919707179191,-27.794810613812594,5.32919707179191,0.19390442473514577
5.330592338145479,-27.773984420141286,5.330592338145479,0.23910613645801201
5.411259610064995,-27.75696887866723,5.411259610064995,0.33675953446282864
5.333994570743698,-27.7232032435874,5.333994570743698,0.3659644005512815
5.331651688405984,-27.75817228038767,5.331651688405984,0.3614571287651433
5.396526452057316,-27.740878960215994,5.396526452057316,0.3229810339455409
5.402784919774106,-27.747719241343532,5.402784919774106,0.3229810339455409
5.406764615666006,-27.75206287768931,5.406764615666006,0.3229810339455409
5.368249179019479,-27.709694818483097,5.368249179019479,0.3242312537321603
5.3853506012907175,-27.728588442827736,5.3853506012907175,0.3143668127925835
5.349412703766177,-27.6888274374623,5.349412703766177,0.3382499549486087
5.336718291645582,-27.682550097916543,5.336718291645582,0.4541131356413843
5.338505004546505,-27.67673870135151,5.338505004546505,0.35527777004828115
