"Wall slice (x=10): z_over_c","Wall slice (x=10): Position[Y] (m)","Wall slice (x=10): z_over_c","Wall slice (x=10): Wall Shear Stress: Magnitude (Pa)"
4.75830646952015,-26.604471730471218,4.75830646952015,23.247987081038026
4.773247311672769,-26.599858816679305,4.773247311672769,20.114600918698933
4.788084887956373,-26.600163141448242,4.788084887956373,13.547087034394025
4.803121742275053,-26.604941304866372,4.803121742275053,7.148419576869043
4.81817901655414,-26.612299468476902,4.81817901655414,6.649097226312313
4.833047410309007,-26.621717867912807,4.833047410309007,4.273498146381749
4.848387791124097,-26.632086654222206,4.848387791124097,2.5428529709297596
4.864048825586991,-26.643508586887698,4.864048825586991,2.2342715238903477
4.8795548677027085,-26.65611986352495,4.8795548677027085,2.5093931281927437
4.895165557954556,-26.66847924453814,4.895165557954556,2.533607211630104
4.910478526037373,-26.68034043451426,4.910478526037373,2.55811162985869
4.92589933164345,-26.69333104041795,4.92589933164345,2.569955574854791
4.941583027162579,-26.707639333427892,4.941583027162579,2.621144925856959
4.957300365250944,-26.722998739137417,4.957300365250944,2.5443218297452233
4.972542063546598,-26.738520459150507,4.972542063546598,2.639832040128188
4.987706304011084,-26.754748715461005,4.987706304011084,2.5994687051749827
5.003356319612344,-26.772371952119734,5.003356319612344,2.6520803608202774
5.018889049226203,-26.790354669975414,5.018889049226203,2.657015403860301
5.034266392881037,-26.80884221797882,5.034266392881037,2.99506980742731
5.049528918784276,-26.829814040797153,5.049528918784276,3.178802383632795
5.064860752226423,-26.853122918461693,5.064860752226423,3.6756858473042664
5.080313745442069,-26.876981289669246,5.080313745442069,4.134123446356771
5.096389529470784,-26.902166432595962,5.096389529470784,4.874227743685171
5.1113346021526525,-26.92612273114635,5.1113346021526525,5.362624084329966
5.126399701499949,-26.9508987001103,5.126399701499949,5.628257863219457
5.1424683297786515,-26.977310852908168,5.1424683297786515,5.8398042193060995
5.15803123348995,-27.002657972786267,5.15803123348995,5.868385715355238
5.174044986880688,-27.029338922728325,5.174044986880688,5.2956621837743985
5.189606000339197,-27.056142738492596,5.189606000339197,4.982105258085886
5.20482057459931,-27.08278319751779,5.20482057459931,4.388077200316019
5.2198662141725976,-27.109192767029846,5.2198662141725976,3.8192009216280947
5.235424758198967,-27.136600905814582,5.235424758198967,3.093543452041268
5.251243648677871,-27.165052999674323,5.251243648677871,2.4543182104969348
5.266802810259136,-27.193732875356638,5.266802810259136,2.0222310028407544
5.2825673793683166,-27.22320508557288,5.2825673793683166,1.9355940528390785
5.298142498307719,-27.252265440848944,5.298142498307719,2.083044490754574
5.313899430768998,-27.281615892369317,5.313899430768998,2.234753343208866
5.329442783982756,-27.311607767280783,5.329442783982756,2.2380974714634445
5.345036328736569,-27.34279284253954,5.345036328736569,2.1653488180040275
5.360664743970389,-27.373659703208432,5.360664743970389,2.0874989865723075
5.376380242686537,-27.403888353562976,5.376380242686537,1.9505423741995265
5.3919276501544005,-27.433919003664982,5.3919276501544005,1.7896672076274305
5.40743325868408,-27.46511924040575,5.40743325868408,1.6203257136132196
5.422946164526493,-27.49770319609608,5.422946164526493,1.4791687480190858
5.438283035645227,-27.530529425318186,5.438283035645227,1.3757440759540924
5.453876927162355,-27.56380315060126,5.453876927162355,1.210723290914393
5.469263633434011,-27.596592257688485,5.469263633434011,1.0740049163826726
5.484841837197045,-27.62990665872141,5.484841837197045,0.9214778515753913
5.500124360022852,-27.66294420498747,5.500124360022852,0.7939218742651988
5.515679115587197,-27.697494306328327,5.515679115587197,0.6986193314636496
5.528161315047882,-27.725749518538613,5.528161315047882,0.5861877804855354
5.535954269492493,-27.743495326169942,5.535954269492493,0.5604345581202961
5.547815393710479,-27.77042358207387,5.547815393710479,0.5656868271624007
5.563165323992976,-27.804895238463477,5.563165323992976,0.5068327331774647
5.576993351233597,-27.835812453351686,5.576993351233597,0.6074321690354424
5.588763432422034,-27.87204535432725,5.588763432422034,1.2584411306274006
5.584127052015063,-27.851915278237296,5.584127052015063,1.2584411306274006
5.584554738621904,-27.853130331983245,5.584554738621904,1.2584411306274006
5.584798412389084,-27.854468848762277,5.584798412389084,1.2584411306274006
5.592689900117811,-27.905683746475564,5.592689900117811,1.651536338273786
5.590877762864622,-27.936513508109698,5.590877762864622,1.624618825167818
5.583160700095135,-27.944148035896724,5.583160700095135,1.621232235218669
5.4469687405858735,-27.79592706315565,5.4469687405858735,0.30778665129940347
5.450441097383788,-27.799715358047447,5.450441097383788,0.35459651073943727
5.45445635392003,-27.804095949303115,5.45445635392003,0.4750834962700068
5.50433844535911,-27.858516644867667,5.50433844535911,0.17455667404728686
5.49657567072137,-27.850047561412893,5.49657567072137,0.18374430207437975
5.4583774153771145,-27.808373774985434,5.4583774153771145,0.34060581167610776
5.512133433189668,-27.867020872485604,5.512133433189668,0.511220607209307
5.4884731653272,-27.84120783624008,5.4884731653272,0.16612830174006002
5.46296262348676,-27.81337617579574,5.46296262348676,0.5001396274725745
5.520390455466909,-27.876029173514212,5.520390455466909,0.6696627507285537
5.482550416174391,-27.83474619601507,5.482550416174391,0.15201538924132457
5.469307040026692,-27.820297849508574,5.469307040026692,0.35149701330729805
5.466495252653644,-27.817230227037122,5.466495252653644,0.37584277340984856
5.4609458613198925,-27.81117591520637,5.4609458613198925,0.2866236981397278
5.471119866118201,-27.822275618563385,5.471119866118201,0.3516804844859372
5.528140193599569,-27.884484034316056,5.528140193599569,0.7369316927920916
5.478561651832003,-27.830394507389073,5.478561651832003,0.22916541713228686
5.474375723644712,-27.825827715641505,5.474375723644712,0.3868840718694349
5.539918839614145,-27.897334379809376,5.539918839614145,0.8606045661564553
5.555843861582531,-27.91469235470891,5.555843861582531,0.9849221039608513
5.570502302335136,-27.93055859291388,5.570502302335136,1.2153283619415052
5.431795159664993,-27.779372889020273,5.431795159664993,3.8332039264758864
5.426326122576711,-27.773406242598156,5.426326122576711,5.051322307362927
5.422459332147589,-27.76918762588253,5.422459332147589,4.942186355589972
5.419039625040426,-27.765456771100176,5.419039625040426,4.9087856068548845
5.41562083129142,-27.761726912779395,5.41562083129142,4.824012179371399
5.411259610064995,-27.75696887866723,5.411259610064995,5.705591713548592
5.244567674041761,-27.729914016069685,5.244567674041761,10.24583311690688
5.396526452057316,-27.740878960215994,5.396526452057316,5.242397666041573
5.402784919774106,-27.747719241343532,5.402784919774106,5.242397666041573
5.406764615666006,-27.75206287768931,5.406764615666006,5.242397666041573
5.325660689861593,-27.79888911392618,5.325660689861593,8.046280504697059
5.275040335298833,-27.75661569288777,5.275040335298833,9.258599720865016
5.289537260342648,-27.769045555962812,5.289537260342648,8.496727685059032
5.260012987509441,-27.7435057830526,5.260012987509441,9.594645809634692
5.3853506012907175,-27.728588442827736,5.3853506012907175,5.356163765678642
5.303391036840665,-27.78070796890703,5.303391036840665,9.452735509105885
5.316322047524196,-27.791329226683857,5.316322047524196,7.4477089503282565
5.32919707179191,-27.794810613812594,5.32919707179191,3.4965994869754375
5.330592338145479,-27.773984420141286,5.330592338145479,3.982057598895094
5.368249179019479,-27.709694818483097,5.368249179019479,5.897989359525112
5.333994570743698,-27.7232032435874,5.333994570743698,11.232978446719438
5.331651688405984,-27.75817228038767,5.331651688405984,14.29135006583048
5.349412703766177,-27.6888274374623,5.349412703766177,4.989924455908167
5.336718291645582,-27.682550097916543,5.336718291645582,8.657532077620608
5.338505004546505,-27.67673870135151,5.338505004546505,4.470472962229666
4.743306520129913,-26.61258298914497,4.743306520129913,26.173531823827194
4.728826689871866,-26.624358774858695,4.728826689871866,26.242165025975083
4.714376375192138,-26.64052858151078,4.714376375192138,20.11508471324741
4.684990183425342,-26.6813358623916,4.684990183425342,15.677104808249368
4.699139471400599,-26.660573342594503,4.699139471400599,16.451870293068797
4.672692545475272,-26.708914866086545,4.672692545475272,21.884082995190997
4.663809034548748,-26.747283107683693,4.663809034548748,23.595847605447837
4.659948161347586,-26.789660670635136,4.659948161347586,21.431786282451228
4.660099547894227,-26.834153213380766,4.660099547894227,7.298159400755362
4.685484180482334,-26.94674481729436,4.685484180482334,1.3128796001415457
4.664277350649627,-26.877992136459426,4.664277350649627,2.693416834219719
4.673235528991093,-26.916336792065966,4.673235528991093,0.11694805181386156
4.70020357154047,-26.975934664408783,4.70020357154047,3.207991168195141
4.715650278637241,-27.0056408247102,4.715650278637241,4.939541898913137
4.731165400110314,-27.034813233234647,4.731165400110314,5.855641600384992
4.746965991508034,-27.064154479340253,4.746965991508034,6.511852081528193
4.7625071935008805,-27.092778280517308,4.7625071935008805,6.869195969079013
4.778327278138306,-27.12144010893729,4.778327278138306,7.392334642797779
4.793847017201628,-27.14871683365348,4.793847017201628,7.864582066961266
4.809805609292248,-27.176231737895904,4.809805609292248,8.314912139526287
4.825358148040522,-27.202673477133978,4.825358148040522,8.72143372648081
4.840547325533244,-27.227891578072224,4.840547325533244,9.11970272227249
4.855696575835168,-27.252496837122436,4.855696575835168,9.190837342829887
4.87124203939954,-27.27742416120433,4.87124203939954,9.35734028096935
4.8874207695559875,-27.303068753320026,4.8874207695559875,9.705287836596858
4.902966951468869,-27.327299664710047,4.902966951468869,10.121375949898862
4.91825569162166,-27.35057566026517,4.91825569162166,10.40496198214362
4.933631589082907,-27.37322855703316,4.933631589082907,10.633594095898435
4.949147027706928,-27.395529720839583,4.949147027706928,10.531638235072169
4.980039654189184,-27.43849204287413,4.980039654189184,10.728507719488972
4.96480472109338,-27.417548819907154,4.96480472109338,10.78013136859731
4.995561718660632,-27.459083839850774,4.995561718660632,11.04523609717762
5.0113733177528275,-27.479399307104355,5.0113733177528275,10.778213158946297
5.026714607531687,-27.498913412011706,5.026714607531687,11.033664349940006
5.04222725589193,-27.518169260569607,5.04222725589193,11.202785741265684
5.057924005813412,-27.536993141267033,5.057924005813412,11.252124181346366
5.073544832774942,-27.555074525494547,5.073544832774942,11.105256345821456
5.0888170155578365,-27.57227330117493,5.0888170155578365,11.033640398355407
5.10426313493069,-27.58911250260756,5.10426313493069,10.909766089415719
5.120073695360134,-27.605774908837972,5.120073695360134,10.859142431291653
5.135558500641395,-27.621729851357337,5.135558500641395,10.657970579783699
5.166548156524371,-27.653746064175266,5.166548156524371,10.61686598504847
5.1824123646212925,-27.670096487321445,5.1824123646212925,10.728073957623083
5.197822948171833,-27.68569238528606,5.197822948171833,10.714557148842628
5.150870052246759,-27.637502266422068,5.150870052246759,10.518988201294887
5.2131144196285675,-27.700693441172934,5.2131144196285675,10.653034434934307
5.2288017854107025,-27.715591162455382,5.2288017854107025,10.375166434274355
