"Wing slice (x=10): z_over_c","Wing slice (x=10): True_Cp","Wing slice (x=10): z_over_c","Wing slice (x=10): Position[Y] (m)"
0.5977617946616718,-2.014362883667785,0.5977617946616718,-28.343869935959788
0.625513504073119,-1.9641982779254534,0.625513504073119,-28.374570038776504
0.6539530524588812,-1.7559191567315968,0.6539530524588812,-28.40771088868899
0.681551284547254,-1.6967391491548833,0.681551284547254,-28.43999772889846
0.7091364256069994,-1.5956897545240976,0.7091364256069994,-28.474045830048137
0.7383254301891071,-1.4510187829694543,0.7383254301891071,-28.510601416114696
0.7657046473065066,-1.4148326463608856,0.7657046473065066,-28.545878467626476
0.7930295300837571,-1.2684177126833862,0.7930295300837571,-28.58328846444688
0.8570117659127732,-1.1251034962575188,0.8570117659127732,-28.669556131739647
0.8217426822561151,-1.1598454785955035,0.8217426822561151,-28.621636227143497
0.9403334067471718,-0.7793494857369392,0.9403334067471718,-28.794436577062797
0.9131450110006796,-0.8567884872095289,0.9131450110006796,-28.75355442119022
0.8985281231241515,-0.9076024365401028,0.8985281231241515,-28.731667091340626
0.8844958568722703,-0.9603734374687768,0.8844958568722703,-28.71057291725088
0.8706706534784558,-1.0584157070269864,0.8706706534784558,-28.68963474677848
0.8430558083843493,-1.1594622273548063,0.8430558083843493,-28.649951192226478
0.9688562851737004,-0.681611342894619,0.9688562851737004,-28.838753443336987
0.9548595012398664,-0.7292743003838807,0.9548595012398664,-28.816724058755494
0.9267195328803695,-0.8075678018875104,0.9267195328803695,-28.773906615098007
0.9827967401456306,-0.6273738502407809,0.9827967401456306,-28.861235991861275
0.9051625961617873,-0.2624457052516186,0.9051625961617873,-28.97406180828707
0.9963835766415201,-0.5667293495953907,0.9963835766415201,-28.883446913515392
0.9084761455819432,-0.26237564291751825,0.9084761455819432,-28.975867066835697
1.0103619427174522,-0.5304678804910335,1.0103619427174522,-28.90604330896434
0.9636248878483258,-0.260834014783513,0.9636248878483258,-29.00591271450791
0.9706710845365336,-0.2606915479928797,0.9706710845365336,-29.009751560770255
1.0243916409176848,-0.5096746729547614,1.0243916409176848,-28.92838306441451
0.9565242034655768,-0.2601332240761018,0.9565242034655768,-29.002044182744033
0.9120250910787817,-0.26228506592715173,0.9120250910787817,-28.977800571782932
0.9919820930675769,-0.2611092462504949,0.9919820930675769,-29.021362035053972
0.9848421269026204,-0.2608805789511081,0.9848421269026204,-29.017472102138584
0.9777087279250622,-0.26074696218199095,0.9777087279250622,-29.01358574709989
1.0369792875309827,-0.5114043373636125,1.0369792875309827,-28.948719025350595
0.9493819227964337,-0.2601211268588808,0.9493819227964337,-28.998152988861044
0.9155640849869684,-0.26184880432128405,0.9155640849869684,-28.979728654994076
0.9227089259826968,-0.26174256406316737,0.9227089259826968,-28.983621243771434
0.9193900416590708,-0.2610182539072852,0.9193900416590708,-28.981813078708107
1.0024198307589387,-0.26132227735547775,1.0024198307589387,-29.027048630546126
1.0468459363053313,-0.5336010512478432,1.0468459363053313,-28.969855562069085
0.9422865149792017,-0.2608335838224533,0.9422865149792017,-28.994287331828687
0.9297748369275354,-0.26176952636160733,0.9297748369275354,-28.9874708305799
0.9262010991164118,-0.2615322710640694,0.9262010991164118,-28.985523818504316
0.9175967920969583,-0.2606433258005552,0.9175967920969583,-28.98083609641772
1.016265371433775,-0.2614990426968054,1.016265371433775,-29.03459183497566
1.051606145634807,-0.4226800309454671,1.051606145634807,-28.988415274820564
0.9352201352318303,-0.2614955595301682,0.9352201352318303,-28.990437489611402
1.052903387011881,-0.29267721737577024,1.052903387011881,-29.001693742680757
1.0529053009393863,-0.27976986627306544,1.0529053009393863,-29.032086095094897
1.0297768059035945,-0.26123451102930945,1.0297768059035945,-29.0418535818364
1.0415503085139264,-0.2605185066122737,1.0415503085139264,-29.0480771470627
1.0533237478965063,-0.28973878332196884,1.0533237478965063,-29.017985390043517
1.0516816363949033,-0.29055339770162514,1.0516816363949033,-29.044452069417517
1.0488094778860955,-0.25528404186049325,1.0488094778860955,-29.051903474538662
0.761294580485071,0.7440885012829849,0.761294580485071,-29.03360794333357
0.7489335510804409,0.701058054323862,0.7489335510804409,-29.029792596308653
0.8904213252826736,1.003417670321992,0.8904213252826736,-28.966030600087706
0.7727547606079952,0.7812457911737846,0.7727547606079952,-29.036877978304087
0.8828617029480341,1.0006911638877605,0.8828617029480341,-28.961912033827318
0.7353937218687747,0.6637208918652481,0.7353937218687747,-29.025416017424057
0.6865247290543408,0.5529784477656412,0.6865247290543408,-29.008100074041806
0.8858870869116799,1.0019999621241575,0.8858870869116799,-28.963560296632764
0.7832252723597932,0.8979772891052733,0.7832252723597932,-29.03977313499555
0.7883238682252838,0.5084648218417841,0.7883238682252838,-29.03180583080433
0.8791782191259472,0.9915211287919767,0.8791782191259472,-28.959905230905317
0.710856076293588,0.6142059172159001,0.710856076293588,-29.017106039500632
0.7247994218184601,0.6142059172159001,0.7247994218184601,-29.02191616808721
0.7896464994558556,0.7812666653170949,0.7896464994558556,-28.99163236914236
0.8725674970981672,0.9512510057145601,0.8725674970981672,-28.95630363607752
0.7914708108187796,0.8892392029894773,0.7914708108187796,-28.93622106590636
0.8694435095092814,0.939794932149584,0.8694435095092814,-28.954601652921234
0.8625298264803192,0.8986157216858387,0.8625298264803192,-28.95083077184489
0.8005018282244905,0.8359529593375917,0.8005018282244905,-28.916319927788468
0.8486617193634771,0.8737434885954346,0.8486617193634771,-28.94322826512765
0.8176883174425882,0.8442976857404483,0.8176883174425882,-28.925964855595755
0.8341371798617132,0.8595724977022369,0.8341371798617132,-28.935172777414316
0.6621099242204025,0.5310721539866359,0.6621099242204025,-28.998037251691983
0.64800291791326,0.522307947792883,0.64800291791326,-28.991777709853913
0.6304292823547399,0.5366619299700294,0.6304292823547399,-28.9833119919762
0.6025234790777745,0.5314235347319309,0.6025234790777745,-28.96962391486845
0.5744689915814121,0.4949531962988547,0.5744689915814121,-28.95591923346042
0.5464756932775003,0.47951873783284826,0.5464756932775003,-28.9412829692452
0.518237124514286,0.47106188222119694,0.518237124514286,-28.924868775511676
0.4902084415450503,0.5018493009321287,0.4902084415450503,-28.906736090053663
0.46627850800602744,0.5390540892817463,0.46627850800602744,-28.889817334024286
0.4524351697506859,0.546673795672293,0.4524351697506859,-28.87973353026246
0.43472236062051195,0.5655595957406884,0.43472236062051195,-28.86627882097026
0.40672672392530984,0.6193891005132987,0.40672672392530984,-28.843699662311
0.37824394457008736,0.6614738111556043,0.37824394457008736,-28.8191578425098
0.35007243012006484,0.7503757406996976,0.35007243012006484,-28.793018894228847
0.32263203629282344,0.8453572996399328,0.32263203629282344,-28.76565999086487
0.2948581259790046,0.9276620152413174,0.2948581259790046,-28.737292223078548
0.5697263981302854,-2.146870316960137,0.5697263981302854,-28.314451514885064
0.26637374660437274,1.0400336255408225,0.26637374660437274,-28.70683802876257
0.5134506257491012,-2.529169062284124,0.5134506257491012,-28.2564628733384
0.541441677048212,-2.316966080834886,0.541441677048212,-28.284809263329947
0.2386001060985592,1.1508420211369115,0.2386001060985592,-28.675816433262842
0.48557494582066596,-3.0074616087863206,0.48557494582066596,-28.229553705750273
0.21112642403230097,1.3082263123606173,0.21112642403230097,-28.643312622137813
0.4581760281287117,-3.00515444990254,0.4581760281287117,-28.207586703070643
0.4305170289217415,-3.1026193451674886,0.4305170289217415,-28.19024273075504
0.1829297283756972,1.4915526187081143,0.1829297283756972,-28.60865510405175
0.4024263216031443,-3.186000919190033,0.4024263216031443,-28.17483584458456
0.1617978431009277,1.6379944809040135,0.1617978431009277,-28.58243368927083
0.3745936678365638,-3.3249658172453507,0.3745936678365638,-28.161986792386635
0.14805604247185045,1.7590886486462716,0.14805604247185045,-28.564736754580544
0.34674769896692226,-3.411958413806415,0.34674769896692226,-28.151667501596823
0.13451471309781482,1.8983391558406337,0.13451471309781482,-28.54638478276174
0.3188214815952506,-3.4743390774312517,0.3188214815952506,-28.143861745365815
0.12063796386931358,2.0407075589948005,0.12063796386931358,-28.527023430943274
0.29084599917548104,-3.7645064134341286,0.29084599917548104,-28.137051875644325
0.1085459010543417,2.310804536269028,0.1085459010543417,-28.50553215992321
0.26305003725342146,-4.348952252041932,0.26305003725342146,-28.131174835475473
0.10070867437008957,2.3797042410112716,0.10070867437008957,-28.481950470833524
0.23567367028631026,-5.332358424937087,0.23567367028631026,-28.12920309471742
0.09546425568071015,1.834536908343768,0.09546425568071015,-28.449795372552906
0.20874632953287175,-6.217523863228693,0.20874632953287175,-28.13539493498364
0.09233836102489335,-0.034884958766273975,0.09233836102489335,-28.40868632530534
0.13542533148629587,-5.169993339431963,0.13542533148629587,-28.22210321061992
0.1625991657862329,-6.070704173586779,0.1625991657862329,-28.176234310917096
0.14888974095033092,-5.625349288496228,0.14888974095033092,-28.197601783540655
0.1824463734971573,-6.181793033636659,0.1824463734971573,-28.153784640898984
0.09266505494601063,-2.732594107656063,0.09266505494601063,-28.36802150774089
0.09643467992633248,-6.117947961357319,0.09643467992633248,-28.327943008777293
0.12207757266676111,-5.60025594592479,0.12207757266676111,-28.2485210090636
0.10949023028937432,-7.263340365834836,0.10949023028937432,-28.276727111385195
0.10144509853000727,-8.435392819465994,0.10144509853000727,-28.299632783465867
