z_over_c,CP
0.00219342,-4.88024451
0.00600539,-7.45730320
0.01021400,-8.16411917
0.01545280,-7.80097164
0.02450259,-6.25217376
0.03659927,-5.00148141
0.04913051,-5.10860648
0.05709601,-5.88839343
0.06015852,-5.88839343
0.07109311,-5.88839343
0.08352225,-6.43653937
0.09526133,-6.05273602
0.11642165,-6.18586017
0.14138340,-5.71998631
0.16661137,-4.56330320
0.19233292,-3.94981670
0.21817040,-3.76535925
0.22193378,0.87990066
0.24387402,-3.36317862
0.26952608,-3.43967722
0.29535570,-3.29296206
0.31644919,0.61387871
0.32117923,-3.19347503
0.34684333,-3.10115184
0.37252017,-3.04266244
0.39859153,-3.15453738
0.40309677,0.49792515
0.42405436,-2.70107626
0.44932940,-2.42014713
0.47537796,-2.28411185
0.48019331,0.45208842
0.50184719,-2.08932521
0.52745480,-2.01133809
0.55278141,-1.97569311
0.57900521,-1.75811298
0.58429617,0.50162158
0.60510142,-1.70146199
0.63096395,-1.67465255
0.65671320,-1.47222801
0.66179501,0.65073981
0.68300801,-1.41994485
0.70888337,-1.37408403
0.73447158,-1.19887888
0.73946150,0.85529425
0.75839016,0.82177312
0.76079792,-1.14047074
0.78665249,-1.12821254
0.81213206,-1.03882197
0.83809786,-0.87583109
0.85757910,-0.81863601
0.87051151,-0.78442815
0.88314503,-0.74628034
0.89608013,-0.71702027
0.90947328,-0.67304206
0.92242119,-0.61939783
0.93525717,-0.57651396
0.94790325,-0.53345410
0.96084379,-0.51324798
0.97383945,-0.51513169
0.98517586,-0.54103658
0.99387260,-0.58472141
0.99834943,-0.39318828
0.99964945,-0.26421037
1.00000000,-0.26208671
