z_over_c,WSS
0.00000000,2.68104661
0.00325682,16.24647345
0.01270780,24.71853052
0.02753590,26.18883188
0.04234117,24.82014580
0.05616098,28.17126929
0.07056480,30.65859744
0.08510853,32.10915877
0.09926896,33.08628080
0.11341887,32.32758486
0.12810577,30.31740738
0.14282884,25.95632076
0.15769207,24.17856938
0.17244747,22.79551904
0.18757463,21.92457339
0.20294611,21.44114276
0.21805071,20.96566695
0.23313445,21.69420939
0.24823185,22.54492088
0.26339618,22.19318676
0.27852379,22.85117413
0.29358345,21.66202298
0.30866787,22.39570653
0.32377362,21.64552806
0.33886543,21.75267831
0.35386803,21.41261231
0.36890882,23.09541832
0.38395100,20.79249019
0.39888151,21.14466360
0.41381116,18.76494342
0.42896144,17.94518056
0.44421926,17.38689506
0.45938451,17.52008427
0.47457590,16.63313227
0.48978219,16.29292434
0.50511555,16.33914853
0.52030921,16.35589090
0.53521320,16.31355502
0.55040281,16.03032271
0.56575974,15.68443577
0.58096634,15.14541719
0.59612772,15.33805571
0.61136970,16.37549209
0.62640980,15.11188564
0.64151131,14.56628602
0.65686116,14.37189868
0.67206858,14.42947156
0.68752866,14.38640171
0.70266883,14.59617995
0.71760927,13.73309944
0.73289969,12.94722501
0.74813196,13.59982960
0.76331901,13.97253248
0.77847235,13.69536609
0.79359002,14.47673922
0.80873181,12.95433862
0.82393637,12.40193043
0.83928188,12.26844800
0.85424451,12.24713375
0.86934112,12.16233878
0.88479218,12.13224191
0.90017218,12.26366501
0.91508687,11.80559725
0.93007188,11.40745889
0.94550875,11.12315235
0.96058840,11.23465766
0.97450509,10.67227011
0.98711293,13.73179954
0.99465324,3.19069680
0.99787585,4.98609990
1.00000000,1.19354687
