z_over_c,WSS
0.00000000,41.46204074
0.00325280,12.53526622
0.00871014,0.33363541
0.01686554,2.69365348
0.02944853,8.07183463
0.04388865,11.13175675
0.05797974,14.02666679
0.07227944,15.05487711
0.09426925,17.03423481
0.12361069,17.84718759
0.15219976,21.05837468
0.21074177,22.83208005
0.23964326,22.83090135
0.26819770,23.46952774
0.29751294,25.14652205
0.32715207,24.36421348
0.35628429,25.10878106
0.38912157,23.85499963
0.41402303,24.31323180
0.47257465,23.98164818
0.53089789,22.19528136
0.55993663,21.83449899
0.59290346,21.45270702
0.61830947,21.28320100
0.64362864,19.99199383
0.65813806,19.99199383
0.66916248,18.99168653
0.69611487,17.57655698
0.70804032,16.74352712
0.71893592,19.54847565
0.72424151,1.28578213
0.72561784,8.73534776
0.72751621,1.55696855
0.73691388,1.51271130
0.75479811,3.91542438
0.78702899,4.36381059
0.80146012,5.10002623
0.80865449,4.95449212
0.81190531,4.41877749
0.81878442,2.92038728
0.82261744,0.67608102
0.82576565,0.33913738
0.83048398,0.78489206
0.84582372,0.34966010
0.84927180,0.58762809
0.85296482,1.34762224
0.85664749,2.36111443
0.85876273,2.34296446
0.86062878,2.79149343
0.86408241,2.72915222
0.86771636,3.16614105
0.87143518,3.26208843
0.87710155,3.42615742
0.88445482,3.69383734
0.89183829,3.88521481
0.89927053,3.70654291
0.90665950,3.42182856
0.91399176,3.46053574
0.92131512,3.28063927
0.92873812,2.99658797
0.93616796,2.81526523
0.94702946,2.61239651
0.96143711,2.06776641
0.97549709,1.55221662
0.98774858,1.42733880
0.99530246,2.22394731
0.99829122,1.46038214
0.99956456,0.85777919
