z_over_c,WSS
0.00075083,16.86689038
0.00245408,22.37727926
0.00807695,17.30171445
0.01882807,13.92292106
0.03127968,23.17754061
0.04511732,26.91953341
0.05903272,35.51809238
0.07280590,40.67691549
0.09387902,41.96914347
0.12142622,39.30104899
0.14937665,31.26639549
0.17778093,26.87816706
0.18019016,11.10445046
0.20657347,25.28918131
0.23551963,22.10661454
0.25702010,12.18202132
0.26439780,24.54394576
0.29322961,24.47382181
0.32206504,23.37827944
0.35084422,23.03559289
0.37946915,22.10616595
0.38322406,12.12080380
0.40825758,22.25027487
0.43667515,18.39075650
0.44063294,11.98116003
0.46548972,17.04302524
0.49492956,16.24970853
0.52392300,15.28770504
0.55274119,16.26098185
0.58174179,14.72016118
0.61088539,14.42142633
0.64053841,14.70252297
0.66961602,12.87990389
0.69792779,13.69273099
0.70168193,7.70583573
0.70777097,8.98519763
0.72688205,12.86455674
0.75673026,11.70149658
0.76700555,1.83564420
0.78567015,12.47269805
0.81380885,12.25129808
0.82008421,1.38026753
0.82363013,1.15763846
0.84283172,10.80407347
0.86461749,10.54196389
0.87912609,10.35650059
0.89362266,10.24396740
0.90787901,9.97847946
0.92236889,9.69903301
0.93752610,9.22318045
0.95173396,8.94342082
0.96558057,8.64538694
0.97947227,9.89660411
0.99110102,7.99806571
0.99772379,1.99709230
1.00000000,1.27408920
