z_over_c,CP
0.00016230,0.09589609
0.00464136,0.79738928
0.01424549,1.00542976
0.02737737,0.96122099
0.04315815,0.90221496
0.05971869,0.84400134
0.07635258,0.79424172
0.09329252,0.74406232
0.10995437,0.69972592
0.12691521,0.65457265
0.14355405,0.61812127
0.16066339,0.58472930
0.17733739,0.55087778
0.19362183,0.52047605
0.20986347,0.49734303
0.22652988,0.47220474
0.24387523,0.44430691
0.26054242,0.41694654
0.27693360,0.39318087
0.29341823,0.37246374
0.31005246,0.35651994
0.32683920,0.33592408
0.34317269,0.32043651
0.35981402,0.30192628
0.37676577,0.29782337
0.39321329,0.28238544
0.40984452,0.26675275
0.42667314,0.25544403
0.44342035,0.25103311
0.45979378,0.24568979
0.47635369,0.24117726
0.49330433,0.24118156
0.50990571,0.24870080
0.52632135,0.24975214
0.54312997,0.24396152
0.56013812,0.23690971
0.57665993,0.23137452
0.59305404,0.22990537
0.60987259,0.23481385
0.62677533,0.24374582
0.64333438,0.26471669
0.65944532,0.28078439
0.67498759,0.30005213
0.68984034,0.33956499
0.70370378,0.35178640
0.71371581,0.46555474
0.71750720,0.28909901
0.71900307,0.33718857
0.72013881,0.40575000
0.72265063,0.44236143
0.72557076,0.48931937
0.72748631,0.39854258
0.73918054,0.37151948
0.75937528,0.32527596
0.77770985,0.28969886
0.78969157,0.28927188
0.79640133,0.28927188
0.80066799,0.28927188
0.80548711,0.29572005
0.81016281,0.30117484
0.81382813,0.29729337
0.81749442,0.30102385
0.82164004,0.30531075
0.82750344,0.30109122
0.84377116,-0.48781563
0.84749390,-0.48760269
0.85179869,-0.48750018
0.85600249,-0.48733307
0.85875615,-0.48722201
0.86091833,-0.48714049
0.86470569,-0.48712169
0.86772023,-0.48719755
0.86966378,-0.48697705
0.87315441,-0.48726039
0.87764218,-0.48675381
0.88191856,-0.48682963
0.88826839,-0.48630870
0.89695515,-0.48607483
0.90527769,-0.48601411
0.91363476,-0.48546637
0.92248718,-0.48531223
0.93079573,-0.48521260
0.94342372,-0.48318521
0.96049706,-0.48080658
0.97621250,-0.47941612
0.98978367,-0.47515131
0.99805719,-0.51515889
