z_over_c,WSS
0.00033996,43.15092043
0.00426262,72.31268806
0.00947646,76.98421279
0.01784821,58.47555642
0.03094658,47.38829731
0.04483624,40.30354570
0.05884728,45.23286836
0.07311329,48.00886703
0.09376627,47.68967121
0.12113396,45.26448201
0.14915451,35.55027898
0.17764232,28.92815571
0.20656676,24.38822643
0.23567801,22.90784571
0.26473799,23.65822871
0.29371446,23.81020336
0.32267708,22.48646919
0.35190823,22.18439154
0.38069015,21.81292961
0.40920142,20.62813627
0.43820881,17.14777057
0.46733626,15.95335009
0.49676930,14.89503208
0.52594289,14.07621167
0.55482128,14.67970715
0.58441543,12.90036125
0.61313411,12.69483964
0.64183917,12.42752809
0.67221321,10.87821988
0.70070398,11.82643133
0.72913821,9.99438393
0.75901708,9.23168820
0.78119549,9.94664608
0.79571804,9.15037717
0.80993145,8.51183182
0.82431794,7.59568763
0.83891990,7.15573391
0.85413021,6.78239494
0.86825584,6.53837802
0.88242241,6.34788335
0.89753825,6.03343762
0.91210328,5.68912866
0.92660970,5.23193865
0.94074814,4.84293072
0.95529401,4.63497600
0.96989329,4.59095358
0.98299198,5.18838491
0.99325920,4.60262738
0.99821267,0.86447534
0.99956257,1.00006798
