z_over_c,CP
0.00075083,-0.91638310
0.00245408,-1.25611054
0.00807695,-1.82892209
0.01882807,-2.13275312
0.03127968,-1.63112732
0.04511732,-1.57281914
0.05903272,-1.87248391
0.07280590,-2.07455316
0.09387902,-2.12507936
0.12142622,-2.18064989
0.14937665,-1.82853094
0.17778093,-1.53889132
0.20657347,-1.37556986
0.23551963,-1.25700304
0.26439780,-1.28141619
0.29322961,-1.23807411
0.32206504,-1.20272968
0.35084422,-1.19245738
0.37946915,-1.18352919
0.40825758,-1.12789264
0.43667515,-0.97952499
0.46548972,-0.90021948
0.49492956,-0.83362083
0.52392300,-0.79375337
0.55274119,-0.77778409
0.58174179,-0.69873734
0.61088539,-0.67909560
0.64053841,-0.64421632
0.66961602,-0.59356496
0.69792779,-0.58114447
0.72688205,-0.52274498
0.75673026,-0.48924876
0.78567015,-0.49895581
0.81380885,-0.46050448
0.84283172,-0.39633956
0.86461749,-0.37616514
0.87912609,-0.37216237
0.89362266,-0.35377886
0.90787901,-0.33831153
0.92236889,-0.32027157
0.93752610,-0.29528086
0.95173396,-0.27245939
0.96558057,-0.27587186
0.97947227,-0.26418562
0.99110102,-0.30907766
0.99772379,-0.19442536
1.00000000,-0.15722948
