z_over_c,WSS
0.00177667,27.07823325
0.00828300,28.26319768
0.01916733,20.34685461
0.03338940,17.02461727
0.04832286,24.08614089
0.06371794,31.53855834
0.07993328,34.77364519
0.09526186,34.75657252
0.11079862,31.63284738
0.12673022,26.92554582
0.14249380,20.37661597
0.15828660,13.22043421
0.17412589,9.57712164
0.19035732,8.47419682
0.20687313,8.10395912
0.22331467,6.95055941
0.23977906,5.61647174
0.25638994,4.20929503
0.27272851,3.62941258
0.28893041,3.64275968
0.30536205,3.45374478
0.32173588,2.79053137
0.33839164,2.21052317
0.35467202,2.05714818
0.37078951,2.18665744
0.38720418,2.67653128
0.40374622,2.83527302
0.41955419,3.16384681
0.43559050,3.40297516
0.45279009,3.61462048
0.46924716,3.70188640
0.48541892,3.76727219
0.50206527,3.69087672
0.51857446,3.66568487
0.53493561,3.69470585
0.55131807,3.82080453
0.56779718,3.81610526
0.58489738,3.88369809
0.60084815,3.90844356
0.61683951,4.01600170
0.63387303,4.09854581
0.65036497,4.10475506
0.66735043,4.08970576
0.68383308,4.30787531
0.69982102,4.26761871
0.71597468,4.20138422
0.73052676,0.90745556
0.73250609,4.06290068
0.73990711,0.63017435
0.74941159,3.92690714
0.76594024,3.92550609
0.78285494,3.92421951
0.79928049,3.76300549
0.81592128,3.55314200
0.83242602,3.21607556
0.84830352,2.78125070
0.86409347,2.28758004
0.88059577,1.88421276
0.89716479,1.61593798
0.91364537,1.45732661
0.93006184,1.23883895
0.94657831,1.07967719
0.96249066,0.95778800
0.96996968,1.16911875
0.97857903,0.84629559
0.98927540,1.21434415
0.99566410,1.14025999
0.99949908,0.86790960
0.99978564,0.69112807
1.00000000,1.11956232
