z_over_c,WSS
0.00091355,0.11477030
0.00523337,8.37737718
0.01322028,20.19802553
0.02442044,21.38337461
0.03762884,17.01476731
0.05215556,14.48024620
0.06724007,14.03645979
0.08235567,14.05576150
0.09752964,14.02160924
0.11273377,13.85502118
0.12771049,13.79093373
0.14283907,14.21138868
0.15818008,14.35720702
0.17334650,14.15514404
0.18851386,14.02480051
0.20351841,14.00352984
0.21870750,13.92605029
0.23395999,13.87520705
0.24912060,13.86321307
0.26437728,13.95740635
0.27953720,14.07847525
0.29469807,14.02553373
0.30985510,13.89948500
0.32499854,13.68444414
0.34005349,13.76221117
0.35184401,13.75632168
0.35956201,13.32660072
0.37053073,13.71688381
0.38565496,13.20771317
0.40078430,12.93046228
0.41588391,13.03096858
0.43099865,13.53646486
0.44614911,12.73981847
0.46130297,12.45748466
0.47646263,12.46532070
0.49163993,12.30992397
0.50682933,11.71131098
0.52202963,11.25677862
0.53724394,11.05350959
0.55246289,10.87427241
0.56767650,10.94572803
0.58287795,10.90007896
0.59806670,10.78950703
0.61323775,10.54967925
0.62838525,10.15484080
0.64350952,9.90743592
0.65859132,9.23881902
0.67352517,8.79480309
0.68409193,8.63053548
0.69133886,8.19072513
0.70181633,8.23594368
0.71444827,7.55101466
0.72568306,9.26869523
0.73067428,0.74300410
0.73067469,3.70754031
0.73067524,1.15731546
0.74323899,1.05686003
0.76459461,1.77673498
0.78120446,1.72577812
0.79664894,1.47790610
0.80824226,1.14191127
0.81585083,0.89915540
0.82134879,0.46446138
0.82515434,0.48453525
0.83062508,0.28735310
0.84806056,0.30688791
0.85379172,0.90376184
0.86201999,1.95598669
0.86962957,1.45266194
0.87665675,1.31451456
0.88430389,1.29708309
0.89193158,1.18785001
0.89955934,1.20187689
0.90718103,1.15369971
0.91443442,1.04625017
0.91813327,1.01271245
0.92234458,1.04702515
0.93388374,1.04093647
0.94903986,0.88290243
0.96401368,0.61601865
0.97816469,0.35629376
0.99026484,0.42146055
0.99720424,3.00497648
0.99894858,2.17595070
0.99967123,0.92306612
