z_over_c,WSS
0.00000000,44.62480377
0.00183256,21.07930965
0.00893660,4.73976515
0.02106180,0.32282424
0.03516902,2.54231940
0.05023789,4.13161135
0.06570938,5.48967665
0.08068863,6.17952332
0.09619019,6.69063461
0.11230749,7.07411021
0.12420985,7.83658766
0.13129959,7.65458947
0.14262250,8.38850801
0.15870353,8.65243048
0.17062324,8.90349128
0.17780936,8.87297919
0.18913741,9.16870296
0.20523662,9.59982429
0.21735515,9.65728573
0.22469088,9.63620844
0.23581116,9.88621415
0.25159552,10.15649727
0.26697554,10.48288575
0.28224529,10.56489317
0.29782346,10.85461381
0.31349661,10.67429429
0.32864232,10.83999477
0.34410675,10.97577538
0.35989616,11.08412056
0.37537999,10.96563930
0.39070931,10.79653544
0.40606424,10.92379499
0.42167679,11.59829992
0.43725593,10.90645690
0.45277170,10.81718406
0.46497686,11.07684150
0.47256674,10.66676997
0.48343670,11.01385520
0.49904269,10.44488564
0.51470966,10.17666246
0.53025491,10.09419507
0.54580129,10.08549713
0.55800265,10.21397791
0.56564777,10.15846539
0.57661420,10.19654351
0.59223923,10.13515376
0.60786086,9.98322549
0.62334545,9.66109968
0.63876686,9.48238084
0.65395528,8.96567508
0.66577553,8.65755817
0.67310148,8.58940760
0.68314610,8.11779341
0.69684812,8.12159912
0.70976576,4.39200570
0.71909640,9.42633908
0.72376499,0.37499678
0.72673821,2.70682232
0.74108069,1.11346925
0.76277869,1.98787865
0.77946117,2.15251921
0.79480066,2.14815724
0.80589195,1.85815960
0.81261269,1.46733680
0.81584449,1.30741372
0.81891704,0.56034526
0.82279654,0.53173809
0.82792527,0.36267690
0.84563763,0.07203926
0.84906397,0.13473005
0.85295758,0.25549249
0.85688198,0.23768266
0.86024059,0.25186809
0.86213569,0.24571671
0.86472170,0.20710808
0.86885229,0.21006285
0.87461478,0.22625890
0.88250606,0.25896419
0.89058799,0.29371693
0.89835051,0.39442619
0.90606592,0.42983186
0.91798884,0.13580857
0.93171377,0.74468862
0.93929557,1.33604156
0.94933768,1.55835300
0.96518671,1.60538234
0.97974337,1.43327677
0.99208292,1.54987833
0.99911938,0.89134336
1.00000000,0.40094676
