z_over_c,WSS
0.00000000,3.09929569
0.00325682,21.17382827
0.01270780,27.04377900
0.02753590,26.62323624
0.04234117,25.90224713
0.05616098,31.70568852
0.07056480,34.82286234
0.08510853,36.29478908
0.09926896,36.94060108
0.11341887,35.97520766
0.12810577,33.36154915
0.14282884,28.04573417
0.15769207,26.29398271
0.17244747,24.88890400
0.18757463,23.90166044
0.20294611,23.13663885
0.21805071,22.76596739
0.23313445,23.59422175
0.24823185,24.41923827
0.26339618,23.92753853
0.27852379,24.46077559
0.29358345,23.10325438
0.30866787,23.91757139
0.32377362,23.01689182
0.33886543,23.27146286
0.35386803,23.19822132
0.36890882,25.05366474
0.38395100,22.26690645
0.39888151,22.92115239
0.41381116,20.01478054
0.42896144,19.19637676
0.44421926,18.82284636
0.45938451,18.94067662
0.47457590,17.82968652
0.48978219,17.54577149
0.50511555,17.61627508
0.52030921,17.61622253
0.53521320,17.54124203
0.55040281,17.08520092
0.56575974,16.47891733
0.58096634,16.07296782
0.59612772,16.44299190
0.61136970,17.50488479
0.62640980,15.74850691
0.64151131,15.15246368
0.65686116,15.07721337
0.67206858,15.21282648
0.68752866,15.27683998
0.70266883,15.37691997
0.71760927,14.09811845
0.73289969,13.57299363
0.74813196,14.37907063
0.76331901,14.70643892
0.77847235,14.55560177
0.79359002,15.28037676
0.80873181,13.38953576
0.82393637,12.90587531
0.83928188,12.87957334
0.85424451,12.85013983
0.86934112,12.84780950
0.88479218,12.92727166
0.90017218,13.03595152
0.91508687,12.48864066
0.93007188,12.08052686
0.94550875,11.84142655
0.96058840,12.18491713
0.97450509,11.66392461
0.98711293,15.42980465
0.99465324,2.22666415
0.99787585,5.98132846
1.00000000,1.77973495
