z_over_c,CP
0.00091355,1.01817254
0.00523337,0.69595347
0.01322028,0.18333923
0.02442044,-0.10045337
0.03762884,-0.03644503
0.05215556,0.09193601
0.06724007,0.09451146
0.08235567,0.07613101
0.09752964,0.06713552
0.11273377,0.06451740
0.12771049,0.05186992
0.14283907,0.02807172
0.15818008,0.01472442
0.17334650,0.01052051
0.18851386,0.00422509
0.20351841,-0.00299101
0.21870750,-0.00747132
0.23395999,-0.01268448
0.24912060,-0.01994337
0.26437728,-0.03053698
0.27953720,-0.04185360
0.29469807,-0.04642948
0.30985510,-0.04727752
0.32499854,-0.04669411
0.34005349,-0.05081176
0.35184401,-0.05124826
0.35956201,-0.05448305
0.37053073,-0.05981822
0.38565496,-0.04159092
0.40078430,-0.03599980
0.41588391,-0.04638882
0.43099865,-0.05700863
0.44614911,-0.03486415
0.46130297,-0.02665085
0.47646263,-0.02722995
0.49163993,-0.01947810
0.50682933,0.00384426
0.52202963,0.02220491
0.53724394,0.03441946
0.55246289,0.04485496
0.56767650,0.04732520
0.58287795,0.05145642
0.59806670,0.05777290
0.61323775,0.06893815
0.62838525,0.08283826
0.64350952,0.09882215
0.65859132,0.12556026
0.67352517,0.14535092
0.68409193,0.16208224
0.69133886,0.16711281
0.70181633,0.18910937
0.71444827,0.20267325
0.72568306,0.25834165
0.73067428,0.08241419
0.73067469,0.24299919
0.73067524,0.26059535
0.74323899,0.24428837
0.76459461,0.24624791
0.78120446,0.25480572
0.79664894,0.26132806
0.80824226,0.27229017
0.81585083,0.28034625
0.82134879,0.28482888
0.82515434,0.28872855
0.83062508,0.28975903
0.84806056,-0.07561401
0.85379172,-0.07551913
0.86201999,-0.07627126
0.86962957,-0.07516261
0.87665675,-0.07459595
0.88430389,-0.07421996
0.89193158,-0.07393399
0.89955934,-0.07321605
0.90718103,-0.07286127
0.91443442,-0.07213527
0.91813327,-0.07273303
0.92234458,-0.07209845
0.93388374,-0.07085640
0.94903986,-0.06990017
0.96401368,-0.06884633
0.97816469,-0.06859608
0.99026484,-0.07102053
0.99720424,-0.05973302
0.99894858,-0.17221369
0.99967123,-0.10087092
