z_over_c,WSS
0.00180609,79.02178896
0.00890320,87.43496701
0.02128104,68.81804172
0.03532999,46.30285675
0.05011024,40.49351429
0.06546356,45.66280973
0.07998146,50.53515353
0.09454570,48.53807319
0.10938402,47.75715504
0.12406687,42.63188357
0.13890014,36.19170676
0.15382469,30.01769608
0.16889488,29.12788490
0.18418258,23.28088571
0.19958653,21.79509283
0.21516885,21.25455531
0.23065868,21.00841287
0.24592502,20.69136139
0.26117330,20.92680410
0.27665670,20.84106354
0.29223207,20.55447154
0.30764399,19.60780017
0.32305770,19.72769431
0.33855030,18.94546859
0.35374824,19.26125886
0.36901848,18.26270780
0.38451922,18.66851296
0.39982541,17.40516144
0.41501376,16.70865680
0.43039166,14.44510406
0.44598103,13.27641396
0.46155818,12.59774334
0.47706809,12.03335273
0.49249916,11.32110600
0.50826236,10.78204697
0.52334477,10.55966997
0.53860139,10.64579317
0.55487234,9.84822610
0.56994308,9.38076178
0.58513816,8.91652148
0.60143411,8.52042854
0.61642931,8.49701167
0.63158091,8.19811933
0.64772211,7.11263027
0.66325237,6.66423725
0.67863702,6.42326880
0.69407251,6.12706500
0.70958758,5.72396171
0.72568576,5.04931777
0.74069860,4.62397762
0.75577158,4.40113077
0.77192842,4.47807207
0.78738394,4.37582931
0.80273749,3.95536249
0.81768033,3.69223382
0.83320761,3.51627618
0.84916522,3.37221983
0.86471389,3.31042982
0.88077660,3.30053488
0.89627052,3.30410963
0.91167572,3.31296463
0.92155549,3.02909532
0.92901589,3.23129637
0.94243198,3.04487005
0.95746807,2.94084140
0.97242076,2.75086871
0.98600409,2.89351427
0.99560333,1.63001230
1.00000000,0.40094676
