z_over_c,CP
0.00016230,0.29431131
0.00464136,0.87917116
0.01424549,1.00318797
0.02737737,0.93682798
0.04315815,0.87456757
0.05971869,0.81380550
0.07635258,0.76322066
0.09329252,0.71305502
0.10995437,0.66890052
0.12691521,0.62366029
0.14355405,0.58747518
0.16066339,0.55466755
0.17733739,0.52114173
0.19362183,0.49096018
0.20986347,0.46828748
0.22652988,0.44324660
0.24387523,0.41552827
0.26054242,0.38812899
0.27693360,0.36434401
0.29341823,0.34361283
0.31005246,0.32783769
0.32683920,0.30711997
0.34317269,0.29180113
0.35981402,0.27294665
0.37676577,0.26926279
0.39321329,0.25366446
0.40984452,0.23769277
0.42667314,0.22640978
0.44342035,0.22211334
0.45979378,0.21677918
0.47635369,0.21225292
0.49330433,0.21248768
0.50990571,0.22018856
0.52632135,0.22127098
0.54312997,0.21547900
0.56013812,0.20837213
0.57665993,0.20274240
0.59305404,0.20135697
0.60987259,0.20626013
0.62677533,0.21545215
0.64333438,0.23706037
0.65944532,0.25433595
0.67498759,0.27602591
0.68984034,0.31563658
0.70370378,0.31136057
0.71371581,0.45590087
0.71750720,0.27519754
0.71900307,0.32002692
0.72013881,0.38582988
0.72265063,0.43032872
0.72557076,0.48712007
0.72748631,0.38072981
0.73918054,0.35528563
0.75937528,0.30298723
0.77770985,0.26644430
0.78969157,0.26533863
0.79640133,0.26533863
0.80066799,0.26533863
0.80548711,0.27148737
0.81016281,0.27801356
0.81382813,0.27740819
0.81749442,0.27912570
0.82164004,0.28232713
0.82750344,0.27477903
0.84377116,-0.46343018
0.84749390,-0.46346917
0.85179869,-0.46352844
0.85600249,-0.46338550
0.85875615,-0.46317244
0.86091833,-0.46308914
0.86470569,-0.46303762
0.86772023,-0.46323740
0.86966378,-0.46333564
0.87315441,-0.46342382
0.87764218,-0.46312615
0.88191856,-0.46318931
0.88826839,-0.46283563
0.89695515,-0.46272717
0.90527769,-0.46271539
0.91363476,-0.46290401
0.92248718,-0.46302688
0.93079573,-0.46287436
0.94342372,-0.46222622
0.96049706,-0.46274020
0.97621250,-0.46227460
0.98978367,-0.46457739
0.99805719,-0.45925151
