z_over_c,CP
0.00091355,1.01419051
0.00523337,0.69184075
0.01322028,0.18122073
0.02442044,-0.10501078
0.03762884,-0.03353452
0.05215556,0.09093019
0.06724007,0.09317899
0.08235567,0.07521523
0.09752964,0.06634819
0.11273377,0.06412623
0.12771049,0.05126098
0.14283907,0.02769156
0.15818008,0.01463368
0.17334650,0.01052020
0.18851386,0.00440753
0.20351841,-0.00275891
0.21870750,-0.00714980
0.23395999,-0.01248689
0.24912060,-0.01961592
0.26437728,-0.03009463
0.27953720,-0.04130075
0.29469807,-0.04571195
0.30985510,-0.04659212
0.32499854,-0.04609033
0.34005349,-0.05013398
0.35184401,-0.05023817
0.35956201,-0.05423328
0.37053073,-0.05881093
0.38565496,-0.04073959
0.40078430,-0.03563171
0.41588391,-0.04611019
0.43099865,-0.05584392
0.44614911,-0.03398586
0.46130297,-0.02642391
0.47646263,-0.02660578
0.49163993,-0.01856079
0.50682933,0.00442929
0.52202963,0.02257006
0.53724394,0.03489956
0.55246289,0.04522471
0.56767650,0.04786100
0.58287795,0.05213444
0.59806670,0.05849494
0.61323775,0.06965196
0.62838525,0.08343611
0.64350952,0.09985352
0.65859132,0.12651255
0.67352517,0.14650032
0.68409193,0.16382559
0.69133886,0.16908215
0.70181633,0.19103398
0.71444827,0.20366477
0.72568306,0.26913261
0.73067428,0.11913220
0.73067469,0.23685726
0.73067524,0.25848762
0.74323899,0.24310236
0.76459461,0.23555766
0.78120446,0.23809570
0.79664894,0.24529887
0.80824226,0.25641971
0.81585083,0.27727543
0.82134879,0.29612845
0.82515434,0.30666176
0.83062508,0.30599266
0.84806056,-0.10132682
0.85379172,-0.10112022
0.86201999,-0.10140997
0.86962957,-0.10094713
0.87665675,-0.10068126
0.88430389,-0.10065805
0.89193158,-0.10072615
0.89955934,-0.10044083
0.90718103,-0.10035918
0.91443442,-0.10021198
0.91813327,-0.10094591
0.92234458,-0.10058857
0.93388374,-0.09932858
0.94903986,-0.09887185
0.96401368,-0.09799155
0.97816469,-0.09780928
0.99026484,-0.09777464
0.99720424,-0.10065702
0.99894858,-0.16682796
0.99967123,-0.13173933
