z_over_c,WSS
0.00180609,25.71686504
0.00890320,24.80020099
0.02128104,26.42750793
0.03532999,21.72837743
0.05011024,23.92574933
0.06546356,31.92880655
0.07998146,38.27336077
0.09454570,36.42769613
0.10938402,33.80477919
0.12406687,28.71822513
0.13890014,23.06599557
0.15382469,17.68997266
0.16889488,15.93261721
0.18418258,11.33614060
0.19958653,9.95235970
0.21516885,9.38444187
0.23065868,9.14141755
0.24592502,8.92949057
0.26117330,8.05936296
0.27665670,6.04023210
0.29223207,4.46237673
0.30764399,4.24512312
0.32305770,5.07286349
0.33855030,5.02005351
0.35374824,4.55158721
0.36901848,3.58903673
0.38451922,2.60813236
0.39982541,1.71283220
0.41501376,1.40091769
0.43039166,1.64678719
0.44598103,1.96044118
0.46155818,2.29458269
0.47706809,2.71395448
0.49249916,3.00690777
0.50826236,3.17173845
0.52334477,3.43813796
0.53860139,3.55414082
0.55487234,3.64917031
0.56994308,3.67070624
0.58513816,3.65941921
0.60143411,3.77451157
0.61642931,4.03853824
0.63158091,4.09299154
0.64772211,4.08128985
0.66325237,4.04867122
0.67863702,4.06428851
0.69407251,4.09950808
0.70958758,4.03881212
0.72568576,3.96841874
0.74069860,3.74435435
0.75577158,3.70275933
0.77192842,3.76988252
0.78738394,3.70736970
0.80273749,3.59339281
0.81768033,3.48221307
0.83320761,3.42233663
0.84916522,3.33872786
0.86471389,3.29064991
0.88077660,3.25431357
0.89627052,3.19241975
0.91167572,2.96592941
0.92155549,2.89732809
0.92901589,2.89380559
0.94243198,2.61522194
0.95746807,2.29475737
0.97242076,2.12381400
0.98600409,2.13013223
0.99560333,2.74355297
1.00000000,2.86708681
