z_over_c,WSS
0.00000000,17.93174289
0.00183256,5.30624371
0.00893660,0.15070401
0.02106180,3.59176077
0.03516902,6.22066720
0.05023789,6.57084014
0.06570938,7.69214586
0.08068863,8.26142213
0.09619019,8.66824328
0.11230749,8.94898211
0.12420985,9.71291987
0.13129959,9.46266514
0.14262250,10.12944040
0.15870353,10.21327052
0.17062324,10.37066948
0.17780936,10.27932535
0.18913741,10.52663705
0.20523662,10.92991047
0.21735515,10.92209577
0.22469088,10.87109805
0.23581116,11.09279712
0.25159552,11.31580263
0.26697554,11.65588926
0.28224529,11.69985862
0.29782346,12.01878177
0.31349661,11.76481684
0.32864232,11.90682829
0.34410675,12.02917332
0.35989616,12.12816108
0.37537999,11.96674174
0.39070931,11.74594737
0.40606424,11.79106999
0.42167679,12.60615610
0.43725593,11.82783430
0.45277170,11.64891069
0.46497686,11.96756160
0.47256674,11.44242126
0.48343670,11.86467504
0.49904269,11.20400338
0.51470966,10.84802136
0.53025491,10.72826660
0.54580129,10.69865857
0.55800265,10.85353715
0.56564777,10.78927023
0.57661420,10.84245569
0.59223923,10.79446062
0.60786086,10.63850822
0.62334545,10.24027342
0.63876686,10.05031349
0.65395528,9.42805351
0.66577553,9.03530252
0.67310148,8.96683555
0.68314610,8.32149280
0.69684812,9.28320494
0.70976576,6.23161633
0.71909640,7.81388752
0.72376499,0.83254722
0.72673821,2.17225687
0.74108069,0.95764552
0.76277869,2.46201327
0.77946117,3.07259726
0.79480066,3.30335795
0.80589195,3.48998650
0.81261269,2.61105481
0.81584449,2.38853113
0.81891704,1.28117419
0.82279654,1.18684453
0.82792527,0.96456645
0.84563763,0.06366190
0.84906397,0.10616202
0.85295758,0.15412219
0.85688198,0.13352323
0.86024059,0.15374878
0.86213569,0.18834763
0.86472170,0.10387433
0.86885229,0.07047265
0.87461478,0.07902761
0.88250606,0.11978820
0.89058799,0.16235681
0.89835051,0.18527226
0.90606592,0.16953164
0.91798884,1.29973363
0.93171377,2.09473675
0.93929557,2.28756476
0.94933768,2.92697251
0.96518671,3.05855473
0.97974337,3.07165399
0.99208292,3.06355103
0.99911938,3.32073544
