z_over_c,CP
0.00075083,-0.87012511
0.00245408,-1.20919706
0.00807695,-1.77853012
0.01882807,-2.08926773
0.03127968,-1.59732347
0.04511732,-1.54268169
0.05903272,-1.84207518
0.07280590,-2.04401073
0.09387902,-2.09710201
0.12142622,-2.15251886
0.14937665,-1.80613225
0.17778093,-1.51866980
0.20657347,-1.35692910
0.23551963,-1.24235039
0.26439780,-1.26292516
0.29322961,-1.22128277
0.32206504,-1.18602968
0.35084422,-1.17569137
0.37946915,-1.16752053
0.40825758,-1.11035558
0.43667515,-0.96378760
0.46548972,-0.88542161
0.49492956,-0.81865422
0.52392300,-0.77910126
0.55274119,-0.75889611
0.58174179,-0.68464573
0.61088539,-0.66288092
0.64053841,-0.62669182
0.66961602,-0.57931406
0.69792779,-0.56429667
0.72688205,-0.50205264
0.75673026,-0.47489116
0.78567015,-0.47012673
0.81380885,-0.43261529
0.84283172,-0.37496857
0.86461749,-0.35010988
0.87912609,-0.34364292
0.89362266,-0.32494542
0.90787901,-0.30704753
0.92236889,-0.28667549
0.93752610,-0.25912127
0.95173396,-0.23375775
0.96558057,-0.22760201
0.97947227,-0.20014144
0.99110102,-0.20798904
0.99772379,-0.14613227
1.00000000,-0.15201925
