z_over_c,CP
0.00000000,0.88912561
0.00325682,0.28549924
0.01270780,-0.39219520
0.02753590,-0.52182722
0.04234117,-0.59329690
0.05616098,-0.86309156
0.07056480,-1.07313726
0.08510853,-1.22350588
0.09926896,-1.33280047
0.11341887,-1.38235254
0.12810577,-1.29399244
0.14282884,-1.14170269
0.15769207,-1.07074524
0.17244747,-0.99868622
0.18757463,-0.93650515
0.20294611,-0.88235501
0.21805071,-0.85929116
0.23313445,-0.88227362
0.24823185,-0.90885051
0.26339618,-0.90744276
0.27852379,-0.91628190
0.29358345,-0.89247337
0.30866787,-0.91521030
0.32377362,-0.89484350
0.33886543,-0.90715950
0.35386803,-0.93370022
0.36890882,-0.97823347
0.38395100,-0.92241882
0.39888151,-0.91284221
0.41381116,-0.81956134
0.42896144,-0.77853941
0.44421926,-0.75995544
0.45938451,-0.74124253
0.47457590,-0.69245446
0.48978219,-0.67229583
0.50511555,-0.66504905
0.52030921,-0.65849090
0.53521320,-0.64979691
0.55040281,-0.62810244
0.56575974,-0.59705236
0.58096634,-0.57779742
0.59612772,-0.59800141
0.61136970,-0.61410948
0.62640980,-0.55430211
0.64151131,-0.52927847
0.65686116,-0.51872560
0.67206858,-0.51633878
0.68752866,-0.51774975
0.70266883,-0.50704527
0.71760927,-0.45686409
0.73289969,-0.43379107
0.74813196,-0.45380730
0.76331901,-0.45689691
0.77847235,-0.46335575
0.79359002,-0.47153296
0.80873181,-0.40451141
0.82393637,-0.38292193
0.83928188,-0.37144249
0.85424451,-0.36155027
0.86934112,-0.35132118
0.88479218,-0.35018339
0.90017218,-0.34407551
0.91508687,-0.32007960
0.93007188,-0.29542582
0.94550875,-0.28019697
0.96058840,-0.27572552
0.97450509,-0.29008427
0.98711293,-0.27828059
0.99465324,-0.29489885
0.99787585,-0.11130101
1.00000000,-0.14474033
