z_over_c,CP
0.00000000,0.05980341
0.00325280,0.80756306
0.00871014,1.00319198
0.01686554,0.95758087
0.02944853,0.84065101
0.04388865,0.77840549
0.05797974,0.71963547
0.07227944,0.66945170
0.09426925,0.60836240
0.12361069,0.53272255
0.15219976,0.46695510
0.18110097,0.42150318
0.21074177,0.37525602
0.23964326,0.34119403
0.26819770,0.30165773
0.29751294,0.26480646
0.32715207,0.24713514
0.35628429,0.22502451
0.37471622,0.21706491
0.38912157,0.21397785
0.41402303,0.19791990
0.44318964,0.18548974
0.47257465,0.18888346
0.50170443,0.19555373
0.53089789,0.21094701
0.55993663,0.21308825
0.57822373,0.20754009
0.59290346,0.21102571
0.61830947,0.22049006
0.64362864,0.24697343
0.65813806,0.24697343
0.66916248,0.26881359
0.68325200,0.28533554
0.69611487,0.30598216
0.70804032,0.32437078
0.71893592,0.37746144
0.72424151,0.24773715
0.72561784,0.33357347
0.72751621,0.36385999
0.73691388,0.34816178
0.75479811,0.33839180
0.77191478,0.32790225
0.78702899,0.31579838
0.80146012,0.31610199
0.80865449,0.34299170
0.81190531,0.35391870
0.81878442,0.39764409
0.82261744,0.42607422
0.82576565,0.43172316
0.83048398,0.43281444
0.84582372,-0.12710359
0.84927180,-0.12707016
0.85296482,-0.12700821
0.85664749,-0.12684738
0.85876273,-0.12636986
0.86062878,-0.12663714
0.86408241,-0.12681906
0.86771636,-0.12680235
0.87143518,-0.12688461
0.87710155,-0.12658223
0.88445482,-0.12631998
0.89183829,-0.12595989
0.89927053,-0.12579962
0.90665950,-0.12610156
0.91399176,-0.12590582
0.92131512,-0.12588350
0.92873812,-0.12595484
0.93616796,-0.12606607
0.94702946,-0.12643933
0.96143711,-0.12624466
0.97549709,-0.12626612
0.98774858,-0.12454535
0.99530246,-0.12230335
0.99829122,-0.13842013
0.99956456,-0.13880038
1.00000000,-0.14325817
