z_over_c,WSS
0.00000000,10.60667922
0.00133913,1.67954569
0.00701660,0.10629329
0.01748740,3.52173256
0.03007216,5.05082011
0.04354673,6.99753039
0.05776247,8.47316101
0.07218065,9.40424331
0.09387305,9.90678897
0.12261157,10.10436973
0.15109188,11.18396221
0.20961698,11.72854547
0.23868850,11.65430120
0.27122067,11.58477184
0.29622306,12.36050077
0.32530109,12.04755524
0.35429078,12.26295286
0.41217046,11.72951658
0.46956318,11.26494969
0.49889874,11.51186696
0.52775230,10.60395812
0.55682508,10.15776651
0.58597439,10.18689571
0.61496005,10.09285367
0.64389366,9.44544830
0.66547748,8.70583340
0.67610690,8.37040196
0.68307552,8.07875197
0.69274011,7.91443336
0.71772286,7.64055565
0.72515802,8.58449146
0.72644901,0.67687021
0.72766868,2.90027774
0.72869936,0.72879690
0.73231712,0.37588343
0.74719059,0.87488635
0.78266691,2.63531147
0.79439215,2.90887451
0.80152011,3.10145461
0.80775918,2.74002560
0.81467359,2.14448366
0.82704471,0.65381226
0.83082411,0.82220662
0.84587109,0.05634059
0.84874086,0.05321605
0.85240413,0.29359950
0.85609926,0.79156201
0.85973618,0.68961936
0.86163326,0.61784494
0.86350205,0.75717457
0.86714931,0.93416085
0.87082945,1.13917722
0.87444907,1.34711258
0.87994018,1.31616802
0.88721506,1.32436740
0.89450000,1.21530029
0.90192439,1.25124781
0.90927277,1.26689753
0.91657303,1.27753671
0.92388830,1.17917412
0.93119811,1.13717329
0.94217610,1.17981834
0.95678537,0.96225000
0.97080143,0.70044175
0.98347059,0.47799839
0.99363278,1.39953130
0.99813475,0.59590162
0.99955970,0.81155558
