z_over_c,CP
0.00000000,-0.17155691
0.00183256,0.64486272
0.00893660,1.00218036
0.02106180,0.91831516
0.03516902,0.83410980
0.05023789,0.77491225
0.06570938,0.71353280
0.08068863,0.66575689
0.09619019,0.62593911
0.11230749,0.58475771
0.12420985,0.54940670
0.13129959,0.53586263
0.14262250,0.50362178
0.15870353,0.47806855
0.17062324,0.45670848
0.17780936,0.44742376
0.18913741,0.42425966
0.20523662,0.39830905
0.21735515,0.38336006
0.22469088,0.37566657
0.23581116,0.35752654
0.25159552,0.33491430
0.26697554,0.31143369
0.28224529,0.29261871
0.29782346,0.27525134
0.31349661,0.26660283
0.32864232,0.25004418
0.34410675,0.23482404
0.35989616,0.22275140
0.37537999,0.22098908
0.39070931,0.21639189
0.40606424,0.19627952
0.42167679,0.17706345
0.43725593,0.19109044
0.45277170,0.18751498
0.46497686,0.18016342
0.47256674,0.17631988
0.48343670,0.17101835
0.49904269,0.18994191
0.51470966,0.19773242
0.53025491,0.19997197
0.54580129,0.19893352
0.55800265,0.19496687
0.56564777,0.19271810
0.57661420,0.18994213
0.59223923,0.19054832
0.60786086,0.19506865
0.62334545,0.20310439
0.63876686,0.21299853
0.65395528,0.23278189
0.66577553,0.24547852
0.67310148,0.24961916
0.68314610,0.26295115
0.69684812,0.29632700
0.70976576,0.29893638
0.71909640,0.39310964
0.72376499,0.17719155
0.72673821,0.36526138
0.74108069,0.31700336
0.76277869,0.30808120
0.77946117,0.30129816
0.79480066,0.30521254
0.80589195,0.32477293
0.81261269,0.33885633
0.81584449,0.34660283
0.81891704,0.36147277
0.82279654,0.36952785
0.82792527,0.37286312
0.84563763,-0.24142323
0.84906397,-0.24150764
0.85295758,-0.24153160
0.85688198,-0.24178807
0.86024059,-0.24188711
0.86213569,-0.24213996
0.86472170,-0.24208756
0.86885229,-0.24228880
0.87461478,-0.24272349
0.88250606,-0.24281531
0.89058799,-0.24373276
0.89835051,-0.24462803
0.90606592,-0.24716173
0.91798884,-0.25658410
0.93171377,-0.26191543
0.93929557,-0.26632092
0.94933768,-0.27130767
0.96518671,-0.27631238
0.97974337,-0.29104070
0.99208292,-0.29054350
0.99911938,-0.36366652
1.00000000,-0.35800656
