z_over_c,WSS
0.00016230,7.29815940
0.00464136,2.69341683
0.01424549,0.11694805
0.02737737,1.31287960
0.04315815,3.20799117
0.05971869,4.93954190
0.07635258,5.85564160
0.09329252,6.51185208
0.10995437,6.86919597
0.12691521,7.39233464
0.14355405,7.86458207
0.16066339,8.31491214
0.17733739,8.72143373
0.19362183,9.11970272
0.20986347,9.19083734
0.22652988,9.35734028
0.24387523,9.70528784
0.26054242,10.12137595
0.27693360,10.40496198
0.29341823,10.63359410
0.31005246,10.53163824
0.32683920,10.78013137
0.34317269,10.72850772
0.35981402,11.04523610
0.37676577,10.77821316
0.39321329,11.03366435
0.40984452,11.20278574
0.42667314,11.25212418
0.44342035,11.10525635
0.45979378,11.03364040
0.47635369,10.90976609
0.49330433,10.85914243
0.50990571,10.65797058
0.52632135,10.51898820
0.54312997,10.61686599
0.56013812,10.72807396
0.57665993,10.71455715
0.59305404,10.65303443
0.60987259,10.37516643
0.62677533,10.24583312
0.64333438,9.59464581
0.65944532,9.25859972
0.67498759,8.49672769
0.68984034,9.45273551
0.70370378,7.44770895
0.71371581,8.04628050
0.71750720,3.49659949
0.71900307,3.98205760
0.72013881,14.29135007
0.72265063,11.23297845
0.72557076,8.65753208
0.72748631,4.47047296
0.73918054,4.98992446
0.75937528,5.89798936
0.77770985,5.35616377
0.78969157,5.24239767
0.79640133,5.24239767
0.80066799,5.24239767
0.80548711,5.70559171
0.81016281,4.82401218
0.81382813,4.90878561
0.81749442,4.94218636
0.82164004,5.05132231
0.82750344,3.83320393
0.84377116,0.30778665
0.84749390,0.35459651
0.85179869,0.47508350
0.85600249,0.34060581
0.85875615,0.28662370
0.86091833,0.50013963
0.86470569,0.37584277
0.86772023,0.35149701
0.86966378,0.35168048
0.87315441,0.38688407
0.87764218,0.22916542
0.88191856,0.15201539
0.88826839,0.16612830
0.89695515,0.18374430
0.90527769,0.17455667
0.91363476,0.51122061
0.92248718,0.66966275
0.93079573,0.73693169
0.94342372,0.86060457
0.96049706,0.98492210
0.97621250,1.21532836
0.98978367,1.62123224
0.99805719,1.62461883
1.00000000,1.65153634
