z_over_c,WSS
0.00091355,0.05713742
0.00523337,7.44592012
0.01322028,16.83390624
0.02442044,20.92433892
0.03762884,17.55838086
0.05215556,14.22946140
0.06724007,13.34871090
0.08235567,13.16784815
0.09752964,13.02663070
0.11273377,12.84332843
0.12771049,12.81872812
0.14283907,13.23485951
0.15818008,13.42380788
0.17334650,13.28055091
0.18851386,13.19732521
0.20351841,13.20843933
0.21870750,13.18721461
0.23395999,13.17443869
0.24912060,13.16191459
0.26437728,13.24343535
0.27953720,13.32699451
0.29469807,13.27195370
0.30985510,13.18245415
0.32499854,12.99176587
0.34005349,13.06327119
0.35184401,13.09004330
0.35956201,12.69932762
0.37053073,13.01194730
0.38565496,12.67841021
0.40078430,12.33183121
0.41588391,12.29602840
0.43099865,12.73054314
0.44614911,12.18181854
0.46130297,11.83032452
0.47646263,11.73094669
0.49163993,11.67728391
0.50682933,11.20698365
0.52202963,10.76287671
0.53724394,10.59929200
0.55246289,10.35547785
0.56767650,10.40979709
0.58287795,10.39865048
0.59806670,10.32901657
0.61323775,10.16732465
0.62838525,9.80393901
0.64350952,9.59617445
0.65859132,8.98128615
0.67352517,8.55953950
0.68409193,8.41409571
0.69133886,7.97230987
0.70181633,8.00905239
0.71444827,8.26304398
0.72568306,9.52654442
0.73067428,1.10013625
0.73067469,3.09714325
0.73067524,1.00585754
0.74323899,0.67607990
0.76459461,0.97933214
0.78120446,0.93115606
0.79664894,1.00934102
0.80824226,0.75917654
0.81585083,0.59388800
0.82134879,0.40157406
0.82515434,0.47330863
0.83062508,0.05209101
0.84806056,0.28336982
0.85379172,0.83938449
0.86201999,1.92878754
0.86962957,1.23892904
0.87665675,1.10521509
0.88430389,1.15577539
0.89193158,1.18259790
0.89955934,1.30295238
0.90718103,1.25110077
0.91443442,1.09522358
0.91813327,1.02325980
0.92234458,0.99754166
0.93388374,0.90863738
0.94903986,0.83253787
0.96401368,0.64993238
0.97816469,0.38544530
0.99026484,0.29809486
0.99720424,2.45178018
0.99894858,1.66178685
0.99967123,1.07716640
