z_over_c,CP
0.00000000,-0.98230787
0.00413927,-2.35012895
0.01366336,-3.06226836
0.02684776,-2.64824822
0.04201732,-1.75504691
0.05835293,-1.57575148
0.07384523,-1.63074986
0.08936917,-1.55966124
0.10545074,-1.38885959
0.12146894,-1.24535219
0.13737643,-1.06863912
0.15349756,-0.80658014
0.16964059,-0.69236503
0.18558111,-0.67134763
0.20202766,-0.64439136
0.21881798,-0.65115830
0.23544213,-0.66103439
0.25217848,-0.66029506
0.26859564,-0.64533592
0.28512841,-0.62608119
0.30194303,-0.60304210
0.31879371,-0.57838057
0.33513446,-0.54715320
0.35139217,-0.51780507
0.36817068,-0.49668468
0.38482344,-0.49888438
0.40130962,-0.52349330
0.41767270,-0.55988143
0.43411008,-0.60938261
0.45067736,-0.66512212
0.46791234,-0.73392716
0.48393507,-0.77092597
0.50008649,-0.80340273
0.51731379,-0.80463977
0.53399891,-0.79236514
0.55116739,-0.74835136
0.56785047,-0.70886447
0.58416214,-0.66096439
0.60029270,-0.63910896
0.61697314,-0.62463359
0.63393270,-0.63554465
0.65061380,-0.64884054
0.66751512,-0.66862149
0.68421334,-0.67139919
0.70110647,-0.67129276
0.71777063,-0.65517223
0.73448859,-0.64044605
0.75124394,-0.61840523
0.76809266,-0.59915168
0.78476116,-0.58250146
0.80138485,-0.56772432
0.81801636,-0.55798263
0.83445915,-0.55167153
0.85117748,-0.55150554
0.86767370,-0.55701688
0.88437522,-0.56713725
0.90075973,-0.58063094
0.91743611,-0.59599439
0.93081838,-0.60929426
0.93917327,-0.61488917
0.95188968,-0.62719561
0.96834646,-0.63790173
0.98317160,-0.65489726
0.99081970,-0.65940904
0.99127823,-0.65940904
0.99153947,-0.65940904
0.99579040,-0.65940904
1.00000000,-0.56455488
