z_over_c,WSS
0.00000000,21.58834562
0.00177667,48.63536292
0.00828300,60.11563355
0.01916733,52.46534862
0.03338940,31.68766933
0.04832286,24.64621695
0.06371794,24.57020608
0.07993328,24.49283758
0.09526186,23.14473320
0.11079862,18.29342240
0.12673022,10.29946081
0.14249380,5.48086590
0.15828660,3.76626619
0.17412589,2.35521587
0.19035732,2.57469170
0.20687313,1.75322161
0.22331467,1.90287574
0.23977906,2.02395959
0.25638994,2.03279857
0.27272851,1.78380183
0.28893041,1.68305037
0.30536205,1.56041496
0.32173588,1.50009586
0.33839164,1.41479204
0.35467202,1.34800941
0.37078951,1.33818251
0.38720418,1.43239679
0.40374622,1.39589141
0.41955419,1.36359761
0.43559050,1.37896721
0.45279009,1.40485999
0.46924716,1.43303531
0.48541892,1.46534215
0.50206527,1.49195534
0.51857446,1.52824948
0.53493561,1.56080478
0.55131807,1.63194707
0.56779718,1.62977611
0.58489738,1.64202359
0.60084815,1.67196995
0.61683951,1.73056734
0.63387303,1.75244457
0.65036497,1.74345726
0.66735043,1.74496382
0.68383308,1.82820501
0.69982102,1.82599420
0.71597468,1.81351349
0.73250609,1.79831115
0.74941159,1.76088143
0.76594024,1.78806684
0.78285494,1.84104327
0.79928049,1.80060024
0.81592128,1.75772681
0.83242602,1.72399792
0.84830352,1.68702174
0.86409347,1.65385283
0.88059577,1.62605772
0.89716479,1.60849285
0.91364537,1.57764283
0.93006184,1.55171558
0.94657831,1.52695642
0.96249066,1.55011447
0.96996968,1.59266418
0.97857903,1.61718374
0.98927540,1.88376389
0.99566410,2.19417541
0.99949908,2.64373147
