z_over_c,WSS
0.00000000,39.55393392
0.00413927,58.86654780
0.01366336,56.83943196
0.02684776,39.96491449
0.04201732,24.47355806
0.05835293,19.14599289
0.07384523,20.28761159
0.08936917,18.37768751
0.10545074,14.47163684
0.12146894,10.56245975
0.13737643,4.73199738
0.15349756,2.39060485
0.16964059,0.99236319
0.18558111,0.81692264
0.20202766,1.44270589
0.21881798,1.98127446
0.23544213,2.16598432
0.25217848,2.18426157
0.26859564,2.10629589
0.28512841,1.95279953
0.30194303,1.90957328
0.31879371,1.78215493
0.33513446,1.72599864
0.35139217,1.64628355
0.36817068,1.60918240
0.38482344,1.59243971
0.40130962,1.65346113
0.41767270,1.64593279
0.43411008,1.61126310
0.45067736,1.61747032
0.46791234,1.65297293
0.48393507,1.66931877
0.50008649,1.67648476
0.51731379,1.70733776
0.53399891,1.80105243
0.55116739,1.82215948
0.56785047,1.85176134
0.58416214,1.85856832
0.60029270,1.89801772
0.61697314,1.92681863
0.63393270,1.95621331
0.65061380,1.95173995
0.66751512,1.93587130
0.68421334,1.93502190
0.70110647,1.99687956
0.71777063,1.95687798
0.73448859,1.89506805
0.75124394,1.85838429
0.76809266,1.87693422
0.78476116,1.88170475
0.80138485,1.85052210
0.81801636,1.77760213
0.83445915,1.72136646
0.85117748,1.67087181
0.86767370,1.62216730
0.88437522,1.57332475
0.90075973,1.53081649
0.91743611,1.45264378
0.93081838,1.39963118
0.93917327,1.37565105
0.95188968,1.32231981
0.96834646,1.26259112
0.98317160,1.27351532
0.99081970,1.42841777
0.99127823,1.42841777
0.99153947,1.42841777
0.99579040,1.42841777
