z_over_c,WSS
0.00016230,14.07056070
0.00464136,3.98356212
0.01424549,0.15496350
0.02737737,2.17003931
0.04315815,4.06428953
0.05971869,5.37549923
0.07635258,6.13776357
0.09329252,6.96487438
0.10995437,7.44274210
0.12691521,8.18215170
0.14355405,8.62906077
0.16066339,8.89494881
0.17733739,9.13274041
0.19362183,9.60946816
0.20986347,9.66190930
0.22652988,9.86567130
0.24387523,10.15304108
0.26054242,10.49039481
0.27693360,10.69831723
0.29341823,10.97040880
0.31005246,10.82935213
0.32683920,11.20302188
0.34317269,11.04179609
0.35981402,11.48982553
0.37676577,11.07680043
0.39321329,11.21751566
0.40984452,11.35799239
0.42667314,11.49066426
0.44342035,11.31682168
0.45979378,11.22839437
0.47635369,11.07234869
0.49330433,11.01211224
0.50990571,10.62025561
0.52632135,10.37709187
0.54312997,10.43721246
0.56013812,10.56258121
0.57665993,10.59480151
0.59305404,10.57209341
0.60987259,10.20433817
0.62677533,10.04936778
0.64333438,9.22678032
0.65944532,8.86565308
0.67498759,8.02426075
0.68984034,7.41157581
0.70370378,1.90111092
0.71371581,7.18193154
0.71750720,2.93410384
0.71900307,3.34331369
0.72013881,10.68134296
0.72265063,8.60495082
0.72557076,6.81704566
0.72748631,4.05446068
0.73918054,4.92765909
0.75937528,5.49003886
0.77770985,5.84082608
0.78969157,5.81602580
0.79640133,5.81602580
0.80066799,5.81602580
0.80548711,5.64264990
0.81016281,5.20758093
0.81382813,5.34372931
0.81749442,5.65952424
0.82164004,5.94826288
0.82750344,4.59004514
0.84377116,0.38560171
0.84749390,0.74649145
0.85179869,1.12884578
0.85600249,1.33151107
0.85875615,1.25815577
0.86091833,1.65176736
0.86470569,1.46953032
0.86772023,1.41195006
0.86966378,1.37541242
0.87315441,1.54137998
0.87764218,1.38254643
0.88191856,1.41463521
0.88826839,1.41406791
0.89695515,1.48466584
0.90527769,1.48481586
0.91363476,1.39122142
0.92248718,1.47125841
0.93079573,1.52049923
0.94342372,1.53921292
0.96049706,1.61970063
0.97621250,1.47870933
0.98978367,1.26761703
0.99805719,1.44346655
