z_over_c,CP
0.00091355,1.01746516
0.00523337,0.71437452
0.01322028,0.21283284
0.02442044,-0.07349770
0.03762884,-0.01148933
0.05215556,0.10836290
0.06724007,0.10836526
0.08235567,0.08864403
0.09752964,0.07816872
0.11273377,0.07476986
0.12771049,0.06141473
0.14283907,0.03703013
0.15818008,0.02336755
0.17334650,0.01869932
0.18851386,0.01210150
0.20351841,0.00451747
0.21870750,-0.00036109
0.23395999,-0.00579115
0.24912060,-0.01298869
0.26437728,-0.02352487
0.27953720,-0.03492035
0.29469807,-0.03937375
0.30985510,-0.04030500
0.32499854,-0.03992201
0.34005349,-0.04398446
0.35184401,-0.04408165
0.35956201,-0.04760799
0.37053073,-0.05264805
0.38565496,-0.03425713
0.40078430,-0.02911122
0.41588391,-0.03932435
0.43099865,-0.04941249
0.44614911,-0.02709771
0.46130297,-0.01954512
0.47646263,-0.01958754
0.49163993,-0.01141433
0.50682933,0.01173968
0.52202963,0.02988309
0.53724394,0.04227692
0.55246289,0.05291258
0.56767650,0.05555182
0.58287795,0.06002916
0.59806670,0.06652692
0.61323775,0.07789996
0.62838525,0.09186579
0.64350952,0.10825087
0.65859132,0.13524552
0.67352517,0.15546820
0.68409193,0.17270948
0.69133886,0.17801256
0.70181633,0.20082279
0.71444827,0.21336454
0.72568306,0.27781734
0.73067428,0.10082740
0.73067469,0.24391788
0.73067524,0.26995400
0.74323899,0.25236647
0.76459461,0.25888173
0.78120446,0.27214101
0.79664894,0.28023909
0.80824226,0.29083924
0.81585083,0.29525294
0.82134879,0.29778031
0.82515434,0.29859711
0.83062508,0.29808099
0.84806056,-0.09713786
0.85379172,-0.09697200
0.86201999,-0.09730301
0.86962957,-0.09681732
0.87665675,-0.09672015
0.88430389,-0.09680048
0.89193158,-0.09708703
0.89955934,-0.09701004
0.90718103,-0.09720766
0.91443442,-0.09739496
0.91813327,-0.09791987
0.92234458,-0.09805700
0.93388374,-0.09797747
0.94903986,-0.09896236
0.96401368,-0.09924986
0.97816469,-0.09824889
0.99026484,-0.09519961
0.99720424,-0.08172386
0.99894858,-0.18466520
0.99967123,-0.12402424
