z_over_c,CP
0.00177667,-1.12253796
0.00828300,-2.22680814
0.01916733,-2.49590982
0.03338940,-1.72681521
0.04832286,-1.30762188
0.06371794,-1.32864437
0.07993328,-1.30666794
0.09526186,-1.21708642
0.11079862,-1.06158879
0.12673022,-0.77838810
0.14249380,-0.62246109
0.15828660,-0.52184945
0.17412589,-0.53597305
0.19035732,-0.49577332
0.20687313,-0.48914592
0.22331467,-0.48055836
0.23977906,-0.46877737
0.25638994,-0.45575447
0.27272851,-0.44737083
0.28893041,-0.44298455
0.30536205,-0.43864918
0.32173588,-0.43765078
0.33839164,-0.43573908
0.35467202,-0.43618785
0.37078951,-0.43678993
0.38720418,-0.44023306
0.40374622,-0.44023335
0.41955419,-0.44250297
0.43559050,-0.44463620
0.45279009,-0.44852746
0.46924716,-0.45149305
0.48541892,-0.45553101
0.50206527,-0.45921119
0.51857446,-0.46390125
0.53493561,-0.46813600
0.55131807,-0.47380757
0.56779718,-0.47827373
0.58489738,-0.48430750
0.60084815,-0.48981029
0.61683951,-0.49627328
0.63387303,-0.50244640
0.65036497,-0.50859855
0.66735043,-0.51487064
0.68383308,-0.52214885
0.69982102,-0.52765954
0.71597468,-0.53288367
0.73052676,0.28407620
0.73250609,-0.53820153
0.73990711,0.28056536
0.74941159,-0.54332588
0.76594024,-0.54861732
0.78285494,-0.55413406
0.79928049,-0.55701863
0.81592128,-0.56078714
0.83242602,-0.56394881
0.84830352,-0.56767412
0.86409347,-0.57072561
0.88059577,-0.57470455
0.89716479,-0.57820092
0.91364537,-0.58228411
0.93006184,-0.58643530
0.94657831,-0.59124805
0.96249066,-0.59640313
0.96996968,-0.59723386
0.97857903,-0.60288432
0.98927540,-0.60449616
0.99566410,-0.60881014
0.99949908,-0.60044341
0.99978564,-0.61355223
1.00000000,-0.61323792
