z_over_c,CP
0.00000000,-0.65504116
0.00413927,-1.89774067
0.01366336,-2.54557167
0.02684776,-2.20360551
0.04201732,-1.39978301
0.05835293,-1.23113961
0.07384523,-1.25049289
0.08936917,-1.14924848
0.10545074,-0.96013525
0.12146894,-0.79796060
0.13737643,-0.65181512
0.15349756,-0.53608176
0.16964059,-0.47225938
0.18558111,-0.45758404
0.20202766,-0.44754707
0.21881798,-0.45688253
0.23544213,-0.45627013
0.25217848,-0.45912295
0.26859564,-0.45881679
0.28512841,-0.45978292
0.30194303,-0.46029088
0.31879371,-0.45803115
0.33513446,-0.45714878
0.35139217,-0.45430254
0.36817068,-0.45299126
0.38482344,-0.45110257
0.40130962,-0.45253278
0.41767270,-0.44742152
0.43411008,-0.44730699
0.45067736,-0.44614623
0.46791234,-0.44720040
0.48393507,-0.44699360
0.50008649,-0.44826124
0.51731379,-0.44926685
0.53399891,-0.45236229
0.55116739,-0.45337754
0.56785047,-0.45584610
0.58416214,-0.45730079
0.60029270,-0.46017199
0.61697314,-0.46209114
0.63393270,-0.46470135
0.65061380,-0.46648118
0.66751512,-0.46839168
0.68421334,-0.47001693
0.70110647,-0.47285020
0.71777063,-0.47325575
0.73448859,-0.47413677
0.75124394,-0.47505343
0.76809266,-0.47670908
0.78476116,-0.47735869
0.80138485,-0.47725192
0.81801636,-0.47644996
0.83445915,-0.47611837
0.85117748,-0.47588335
0.86767370,-0.47548570
0.88437522,-0.47504611
0.90075973,-0.47428927
0.91743611,-0.47300820
0.93081838,-0.47214110
0.93917327,-0.47149681
0.95188968,-0.47047034
0.96834646,-0.46909619
0.98317160,-0.46821252
0.99081970,-0.46410298
0.99127823,-0.46410298
0.99153947,-0.46410298
0.99579040,-0.46410298
1.00000000,-0.45886652
