z_over_c,CP
0.00000000,-1.20932641
0.00183256,0.09443821
0.00893660,0.87775682
0.02106180,1.00711405
0.03516902,0.94756139
0.05023789,0.88368510
0.06570938,0.82509927
0.08068863,0.77662704
0.09619019,0.73423867
0.11230749,0.69078962
0.12420985,0.65470996
0.13129959,0.64110948
0.14262250,0.60808507
0.15870353,0.57942317
0.17062324,0.55581261
0.17780936,0.54638551
0.18913741,0.52180049
0.20523662,0.49443362
0.21735515,0.47721944
0.22469088,0.46933103
0.23581116,0.45012892
0.25159552,0.42647886
0.26697554,0.40219409
0.28224529,0.38257687
0.29782346,0.36409987
0.31349661,0.35378920
0.32864232,0.33659310
0.34410675,0.32056269
0.35989616,0.30772530
0.37537999,0.30425177
0.39070931,0.29858097
0.40606424,0.27913987
0.42167679,0.25995525
0.43725593,0.27150703
0.45277170,0.26666759
0.46497686,0.25926204
0.47256674,0.25587434
0.48343670,0.24986100
0.49904269,0.26640747
0.51470966,0.27274891
0.53025491,0.27418140
0.54580129,0.27266502
0.55800265,0.26844401
0.56564777,0.26640970
0.57661420,0.26342952
0.59223923,0.26346175
0.60786086,0.26713183
0.62334545,0.27406588
0.63876686,0.28266058
0.65395528,0.30061742
0.66577553,0.31175514
0.67310148,0.31592925
0.68314610,0.32826670
0.69684812,0.35882591
0.70976576,0.34651294
0.71909640,0.45909951
0.72376499,0.22410836
0.72673821,0.40995584
0.74108069,0.36564849
0.76277869,0.37724055
0.77946117,0.38365420
0.79480066,0.39268920
0.80589195,0.40681867
0.81261269,0.41688250
0.81584449,0.42043010
0.81891704,0.42795076
0.82279654,0.43204745
0.82792527,0.43331940
0.84563763,-0.15188046
0.84906397,-0.15194467
0.85295758,-0.15198630
0.85688198,-0.15205694
0.86024059,-0.15215439
0.86213569,-0.15227406
0.86472170,-0.15229654
0.86885229,-0.15245552
0.87461478,-0.15257915
0.88250606,-0.15290666
0.89058799,-0.15340396
0.89835051,-0.15390372
0.90606592,-0.15467251
0.91798884,-0.15622870
0.93171377,-0.15756861
0.93929557,-0.15855487
0.94933768,-0.15828432
0.96518671,-0.15946055
0.97974337,-0.17063821
0.99208292,-0.16809561
0.99911938,-0.20694182
1.00000000,-0.19044162
